"id","name","sex","age","height","weight","team","noc","games","year","season","city","sport","event","medal","medalist"
129561,"Matthew James ""Matt"" Welsh","M",23,188,80,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 100 metres Backstroke","Silver","Yes"
129561,"Matthew James ""Matt"" Welsh","M",23,188,80,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 200 metres Backstroke","Bronze","Yes"
129561,"Matthew James ""Matt"" Welsh","M",23,188,80,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Silver","Yes"
129561,"Matthew James ""Matt"" Welsh","M",27,188,80,"Australia","AUS","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 100 metres Backstroke","None","No"
129561,"Matthew James ""Matt"" Welsh","M",27,188,80,"Australia","AUS","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 200 metres Backstroke","None","No"
129561,"Matthew James ""Matt"" Welsh","M",27,188,80,"Australia","AUS","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
129580,"Scott William Weltz","M",25,183,82,"United States","USA","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 200 metres Breaststroke","None","No"
129592,"San ""Lisa Ann"" Wen","F",19,170,62,"Chinese Taipei","TPE","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Women's 200 metres Freestyle","None","No"
129592,"San ""Lisa Ann"" Wen","F",19,170,62,"Chinese Taipei","TPE","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Women's 400 metres Freestyle","None","No"
129592,"San ""Lisa Ann"" Wen","F",19,170,62,"Chinese Taipei","TPE","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Women's 800 metres Freestyle","None","No"
129592,"San ""Lisa Ann"" Wen","F",19,170,62,"Chinese Taipei","TPE","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Women's 200 metres Butterfly","None","No"
129606,"Michael Vincent ""Mike"" Wenden","M",18,184,76,"Australia","AUS","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 100 metres Freestyle","Gold","Yes"
129606,"Michael Vincent ""Mike"" Wenden","M",18,184,76,"Australia","AUS","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 200 metres Freestyle","Gold","Yes"
129606,"Michael Vincent ""Mike"" Wenden","M",18,184,76,"Australia","AUS","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Bronze","Yes"
129606,"Michael Vincent ""Mike"" Wenden","M",18,184,76,"Australia","AUS","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Silver","Yes"
129606,"Michael Vincent ""Mike"" Wenden","M",18,184,76,"Australia","AUS","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
129606,"Michael Vincent ""Mike"" Wenden","M",22,184,76,"Australia","AUS","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 100 metres Freestyle","None","No"
129606,"Michael Vincent ""Mike"" Wenden","M",22,184,76,"Australia","AUS","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 200 metres Freestyle","None","No"
129606,"Michael Vincent ""Mike"" Wenden","M",22,184,76,"Australia","AUS","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
129606,"Michael Vincent ""Mike"" Wenden","M",22,184,76,"Australia","AUS","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
129634,"Alexandra Nathalie Wenk","F",17,180,63,"Germany","GER","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 100 metres Butterfly","None","No"
129634,"Alexandra Nathalie Wenk","F",17,180,63,"Germany","GER","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
129634,"Alexandra Nathalie Wenk","F",21,180,63,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 100 metres Butterfly","None","No"
129634,"Alexandra Nathalie Wenk","F",21,180,63,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 200 metres Individual Medley","None","No"
129634,"Alexandra Nathalie Wenk","F",21,180,63,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
129644,"Donnalee Wennerstrom (-Carlson)","F",16,175,64,"United States","USA","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 200 metres Butterfly","None","No"
129644,"Donnalee Wennerstrom (-Carlson)","F",16,175,64,"United States","USA","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 400 metres Individual Medley","None","No"
129662,"Stefan Wenz","M",19,187,92,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 400 metres Freestyle","None","No"
129662,"Stefan Wenz","M",19,187,92,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 1,500 metres Freestyle","None","No"
129685,"Abdulwahab Werfeli","M",NA,178,71,"Libya","LBA","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 100 metres Freestyle","None","No"
129710,"Tommy Henrik ""Tom"" Werner","M",18,190,74,"Sweden","SWE","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
129710,"Tommy Henrik ""Tom"" Werner","M",22,190,74,"Sweden","SWE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 100 metres Freestyle","None","No"
129710,"Tommy Henrik ""Tom"" Werner","M",22,190,74,"Sweden","SWE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 200 metres Freestyle","None","No"
129710,"Tommy Henrik ""Tom"" Werner","M",22,190,74,"Sweden","SWE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
129710,"Tommy Henrik ""Tom"" Werner","M",22,190,74,"Sweden","SWE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
129710,"Tommy Henrik ""Tom"" Werner","M",26,190,74,"Sweden","SWE","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 100 metres Freestyle","None","No"
129710,"Tommy Henrik ""Tom"" Werner","M",26,190,74,"Sweden","SWE","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 200 metres Freestyle","None","No"
129710,"Tommy Henrik ""Tom"" Werner","M",26,190,74,"Sweden","SWE","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
129710,"Tommy Henrik ""Tom"" Werner","M",26,190,74,"Sweden","SWE","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Silver","Yes"
129776,"Michael ""Mike"" West","M",19,191,77,"Canada","CAN","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 100 metres Backstroke","Bronze","Yes"
129776,"Michael ""Mike"" West","M",19,191,77,"Canada","CAN","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 200 metres Backstroke","None","No"
129776,"Michael ""Mike"" West","M",19,191,77,"Canada","CAN","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Silver","Yes"
129808,"Ina ""Angie"" Wester-Krieg","F",27,165,57,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Women's 200 metres Butterfly","None","No"
129817,"Bo ke Westergren","M",18,174,66,"Sweden","SWE","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
129817,"Bo ke Westergren","M",18,174,66,"Sweden","SWE","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 100 metres Butterfly","None","No"
129817,"Bo ke Westergren","M",18,174,66,"Sweden","SWE","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
129834,"Magnus Westermann","M",21,194,94,"Denmark","DEN","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
129868,"Hanna Linnea Ingegerd Westrin","F",16,168,64,"Sweden","SWE","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 100 metres Breaststroke","None","No"
129891,"Gabriele Wetzko (-Hartung, -Frischke, -Khne)","F",14,171,60,"East Germany","GDR","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 200 metres Freestyle","None","No"
129891,"Gabriele Wetzko (-Hartung, -Frischke, -Khne)","F",14,171,60,"East Germany","GDR","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 400 metres Freestyle","None","No"
129891,"Gabriele Wetzko (-Hartung, -Frischke, -Khne)","F",14,171,60,"East Germany","GDR","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Silver","Yes"
129891,"Gabriele Wetzko (-Hartung, -Frischke, -Khne)","F",17,171,60,"East Germany","GDR","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 100 metres Freestyle","None","No"
129891,"Gabriele Wetzko (-Hartung, -Frischke, -Khne)","F",17,171,60,"East Germany","GDR","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Silver","Yes"
129891,"Gabriele Wetzko (-Hartung, -Frischke, -Khne)","F",17,171,60,"East Germany","GDR","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Silver","Yes"
129918,"David Lee ""Dave"" Wharton","M",19,183,79,"United States","USA","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 200 metres Individual Medley","None","No"
129918,"David Lee ""Dave"" Wharton","M",19,183,79,"United States","USA","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 400 metres Individual Medley","Silver","Yes"
129918,"David Lee ""Dave"" Wharton","M",23,183,79,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 200 metres Butterfly","None","No"
129918,"David Lee ""Dave"" Wharton","M",23,183,79,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 400 metres Individual Medley","None","No"
129930,"Robert John ""Bob"" Wheaton","M",18,185,72,"Canada","CAN","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 100 metres Backstroke","None","No"
129930,"Robert John ""Bob"" Wheaton","M",18,185,72,"Canada","CAN","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
129966,"Michael ""Mike"" Whitaker","M",20,188,77,"Canada","CAN","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
129966,"Michael ""Mike"" Whitaker","M",20,188,77,"Canada","CAN","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 200 metres Breaststroke","None","No"
129978,"Amy Lee White (-Ballidis)","F",15,172,57,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Women's 200 metres Backstroke","Silver","Yes"
129984,"Catherine White","F",19,168,60,"Great Britain","GBR","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Women's 100 metres Backstroke","None","No"
129984,"Catherine White","F",19,168,60,"Great Britain","GBR","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Women's 200 metres Backstroke","None","No"
129993,"Graham Ross White","M",17,183,79,"Australia","AUS","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 400 metres Freestyle","None","No"
129993,"Graham Ross White","M",17,183,79,"Australia","AUS","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 1,500 metres Freestyle","None","No"
129993,"Graham Ross White","M",17,183,79,"Australia","AUS","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Silver","Yes"
129993,"Graham Ross White","M",21,183,79,"Australia","AUS","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 200 metres Freestyle","None","No"
129993,"Graham Ross White","M",21,183,79,"Australia","AUS","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 400 metres Freestyle","None","No"
129993,"Graham Ross White","M",21,183,79,"Australia","AUS","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 1,500 metres Freestyle","None","No"
129993,"Graham Ross White","M",21,183,79,"Australia","AUS","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
129993,"Graham Ross White","M",21,183,79,"Australia","AUS","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
130022,"Tarnee Renee White (-Southwell)","F",19,165,58,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 100 metres Breaststroke","None","No"
130022,"Tarnee Renee White (-Southwell)","F",19,165,58,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Silver","Yes"
130022,"Tarnee Renee White (-Southwell)","F",27,165,58,"Australia","AUS","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 100 metres Breaststroke","None","No"
130022,"Tarnee Renee White (-Southwell)","F",27,165,58,"Australia","AUS","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Gold","Yes"
130036,"Adam James Whitehead","M",20,183,77,"Great Britain","GBR","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
130036,"Adam James Whitehead","M",20,183,77,"Great Britain","GBR","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 200 metres Breaststroke","None","No"
130047,"Branden Whitehurst","M",22,185,81,"United States Virgin Islands","ISV","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 100 metres Freestyle","None","No"
130057,"Beverley Joy Whitfield","F",18,163,57,"Australia","AUS","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 100 metres Breaststroke","Bronze","Yes"
130057,"Beverley Joy Whitfield","F",18,163,57,"Australia","AUS","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 200 metres Breaststroke","Gold","Yes"
130057,"Beverley Joy Whitfield","F",18,163,57,"Australia","AUS","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
130079,"Ashley Ann Whitney","F",16,170,56,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","Gold","Yes"
130104,"Alexandra Anne ""Sandra"" Whittleston","F",17,169,69,"New Zealand","NZL","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 100 metres Butterfly","None","No"
130104,"Alexandra Anne ""Sandra"" Whittleston","F",17,169,69,"New Zealand","NZL","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 200 metres Butterfly","None","No"
130104,"Alexandra Anne ""Sandra"" Whittleston","F",17,169,69,"New Zealand","NZL","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
130129,"Andi Wibowo","M",16,170,64,"Indonesia","INA","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 100 metres Butterfly","None","No"
130137,"Sharon Lynn Wichman (-Jones)","F",16,175,60,"United States","USA","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 100 metres Breaststroke","Bronze","Yes"
130137,"Sharon Lynn Wichman (-Jones)","F",16,175,60,"United States","USA","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 200 metres Breaststroke","Gold","Yes"
130150,"Tracey Lee Wickham (-Ciobo)","F",13,156,44,"Australia","AUS","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 400 metres Freestyle","None","No"
130150,"Tracey Lee Wickham (-Ciobo)","F",13,156,44,"Australia","AUS","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 800 metres Freestyle","None","No"
130150,"Tracey Lee Wickham (-Ciobo)","F",13,156,44,"Australia","AUS","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
130218,"Frank Wiegand","M",17,180,70,"Germany","GER","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
130218,"Frank Wiegand","M",21,180,70,"Germany","GER","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Men's 400 metres Freestyle","Silver","Yes"
130218,"Frank Wiegand","M",21,180,70,"Germany","GER","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Silver","Yes"
130218,"Frank Wiegand","M",21,180,70,"Germany","GER","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Silver","Yes"
130218,"Frank Wiegand","M",25,180,70,"East Germany","GDR","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
130218,"Frank Wiegand","M",25,180,70,"East Germany","GDR","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
130218,"Frank Wiegand","M",25,180,70,"East Germany","GDR","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 200 metres Individual Medley","None","No"
130218,"Frank Wiegand","M",25,180,70,"East Germany","GDR","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Silver","Yes"
130224,"Torsten Wiegel","M",21,195,87,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 100 metres Freestyle","None","No"
130224,"Torsten Wiegel","M",21,195,87,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
130227,"Natalie Wiegersma","F",22,172,66,"New Zealand","NZL","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 200 metres Individual Medley","None","No"
130227,"Natalie Wiegersma","F",22,172,66,"New Zealand","NZL","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 400 metres Individual Medley","None","No"
130231,"Gerhard Wieland","M",20,184,80,"Austria","AUT","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Men's 100 metres Freestyle","None","No"
130231,"Gerhard Wieland","M",20,184,80,"Austria","AUT","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Men's 200 metres Backstroke","None","No"
130255,"Damian Matthias Armin Wierling","M",20,196,74,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 50 metres Freestyle","None","No"
130255,"Damian Matthias Armin Wierling","M",20,196,74,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 100 metres Freestyle","None","No"
130255,"Damian Matthias Armin Wierling","M",20,196,74,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
130255,"Damian Matthias Armin Wierling","M",20,196,74,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
130274,"Sebastian Wiese","M",20,188,78,"Germany","GER","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 400 metres Freestyle","None","No"
130274,"Sebastian Wiese","M",24,188,78,"Germany","GER","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 400 metres Freestyle","None","No"
130366,"Eva Christina Wikner (-Daniels)","F",17,166,58,"Sweden","SWE","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 100 metres Butterfly","None","No"
130366,"Eva Christina Wikner (-Daniels)","F",17,166,58,"Sweden","SWE","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 200 metres Butterfly","None","No"
130366,"Eva Christina Wikner (-Daniels)","F",17,166,58,"Sweden","SWE","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
130371,"Bjrn Christoffer Vilhelm Wikstrm","M",21,194,92,"Sweden","SWE","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 200 metres Freestyle","None","No"
130375,"Per Vilhelm Wikstrm","M",19,194,87,"Sweden","SWE","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 100 metres Freestyle","None","No"
130375,"Per Vilhelm Wikstrm","M",19,194,87,"Sweden","SWE","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 200 metres Freestyle","None","No"
130375,"Per Vilhelm Wikstrm","M",19,194,87,"Sweden","SWE","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
130407,"Aschwin Wildeboer Faber","M",18,185,79,"Spain","ESP","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 100 metres Backstroke","None","No"
130407,"Aschwin Wildeboer Faber","M",18,185,79,"Spain","ESP","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 200 metres Backstroke","None","No"
130407,"Aschwin Wildeboer Faber","M",22,185,79,"Spain","ESP","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 100 metres Backstroke","None","No"
130407,"Aschwin Wildeboer Faber","M",26,185,79,"Spain","ESP","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 100 metres Backstroke","None","No"
130407,"Aschwin Wildeboer Faber","M",26,185,79,"Spain","ESP","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 200 metres Backstroke","None","No"
130408,"Olaf Wildeboer Faber","M",21,181,74,"Spain","ESP","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 200 metres Freestyle","None","No"
130413,"Nicolas Wildhaber","M",30,176,70,"Switzerland","SUI","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 200 metres Breaststroke","None","No"
130417,"Benjamin Marshall ""Ben"" Wildman-Tobriner","M",23,193,91,"United States","USA","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 50 metres Freestyle","None","No"
130417,"Benjamin Marshall ""Ben"" Wildman-Tobriner","M",23,193,91,"United States","USA","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Gold","Yes"
130442,"Jordan Wilimovsky","M",22,175,68,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 1,500 metres Freestyle","None","No"
130442,"Jordan Wilimovsky","M",22,175,68,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 10 kilometres Open Water","None","No"
130443,"Katarzyna Maria Wilk","F",16,178,64,"Poland","POL","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","None","No"
130443,"Katarzyna Maria Wilk","F",20,178,64,"Poland","POL","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 100 metres Freestyle","None","No"
130443,"Katarzyna Maria Wilk","F",20,178,64,"Poland","POL","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","None","No"
130443,"Katarzyna Maria Wilk","F",24,178,64,"Poland","POL","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 100 metres Freestyle","None","No"
130443,"Katarzyna Maria Wilk","F",24,178,64,"Poland","POL","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
130455,"Thomas Peter ""Tom"" Wilkens","M",24,188,82,"United States","USA","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 200 metres Breaststroke","None","No"
130455,"Thomas Peter ""Tom"" Wilkens","M",24,188,82,"United States","USA","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 200 metres Individual Medley","Bronze","Yes"
130463,"David Andrew Wilkie","M",18,182,76,"Great Britain","GBR","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
130463,"David Andrew Wilkie","M",18,182,76,"Great Britain","GBR","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 200 metres Breaststroke","Silver","Yes"
130463,"David Andrew Wilkie","M",18,182,76,"Great Britain","GBR","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 200 metres Individual Medley","None","No"
130463,"David Andrew Wilkie","M",18,182,76,"Great Britain","GBR","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
130463,"David Andrew Wilkie","M",22,182,76,"Great Britain","GBR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 100 metres Breaststroke","Silver","Yes"
130463,"David Andrew Wilkie","M",22,182,76,"Great Britain","GBR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 200 metres Breaststroke","Gold","Yes"
130463,"David Andrew Wilkie","M",22,182,76,"Great Britain","GBR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
130478,"Diana Elizabeth Wilkinson (-Bishop)","F",16,165,67,"Great Britain","GBR","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Women's 100 metres Freestyle","None","No"
130478,"Diana Elizabeth Wilkinson (-Bishop)","F",20,165,67,"Great Britain","GBR","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Women's 100 metres Freestyle","None","No"
130478,"Diana Elizabeth Wilkinson (-Bishop)","F",20,165,67,"Great Britain","GBR","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
130482,"Julia Rose Wilkinson","F",21,178,70,"Canada","CAN","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 100 metres Freestyle","None","No"
130482,"Julia Rose Wilkinson","F",21,178,70,"Canada","CAN","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
130482,"Julia Rose Wilkinson","F",21,178,70,"Canada","CAN","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","None","No"
130482,"Julia Rose Wilkinson","F",21,178,70,"Canada","CAN","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 100 metres Backstroke","None","No"
130482,"Julia Rose Wilkinson","F",21,178,70,"Canada","CAN","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 200 metres Individual Medley","None","No"
130482,"Julia Rose Wilkinson","F",21,178,70,"Canada","CAN","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
130482,"Julia Rose Wilkinson","F",25,178,70,"Canada","CAN","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 100 metres Freestyle","None","No"
130482,"Julia Rose Wilkinson","F",25,178,70,"Canada","CAN","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
130482,"Julia Rose Wilkinson","F",25,178,70,"Canada","CAN","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 100 metres Backstroke","None","No"
130482,"Julia Rose Wilkinson","F",25,178,70,"Canada","CAN","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
