"id","health1","health2","health3","mcdonalds","chipotle","shake_shack","gender","age","marital_status","location","duration","rank_chipotle","rank_mcdonalds","rank_shake_shack"
960,5,3,5,7,5,7,"Female","40-49","married","Brooklyn",233.943571520527,1,2,3
961,6,2,2,1,1,4,"Female","50-59","never married","Manhattan",212.426175374867,2,1,3
962,5,2,4,6,6,7,"Male","18-29","divorced","Manhattan",155.926864392701,2,1,3
963,5,1,2,1,3,4,"Male","18-29","never married","Manhattan",174.808026270694,2,1,3
964,3,1,2,2,4,7,"Female","40-49","married","Manhattan",145.071809860994,2,1,3
965,7,1,3,1,4,2,"Female","30-39","married","Manhattan",194.094377018827,3,1,2
966,2,1,1,1,3,5,"Female","60 or over","never married","Manhattan",226.61295312956,2,1,3
967,7,2,2,3,4,6,"Female","60 or over","never married","Manhattan",196.907827567825,2,1,3
968,1,1,1,1,5,2,"Male","18-29","never married","Brooklyn",143.728367045668,3,1,2
969,3,1,2,2,4,3,"Female","40-49","never married","New Jersey",265.693400220705,3,1,2
970,5,1,1,3,4,3,"Female","50-59","never married","Queens",220.754506658848,3,1,2
971,2,2,2,5,5,5,"Male","50-59","never married","Brooklyn",146.460391564887,2,1,3
972,4,3,3,6,2,6,"Male","18-29","never married","Manhattan",161.338663780592,1,2,3
973,7,3,5,6,1,2,"Female","30-39","never married","Manhattan",211.895048578965,1,3,2
974,6,1,1,3,7,5,"Female","40-49","never married","New Jersey",132.556000070367,3,1,2
975,4,2,2,1,6,5,"Female","30-39","never married","Manhattan",280.612876539514,3,1,2
976,4,3,3,6,4,2,"Male","40-49","never married","Queens",248.306687882538,2,3,1
977,6,1,3,1,5,5,"Female","30-39","never married","Manhattan",137.298704126839,2,1,3
978,7,2,2,1,4,2,"Male","50-59","married","Manhattan",251.235132777214,3,1,2
979,6,2,4,2,3,2,"Female","30-39","separated","Manhattan",139.474382553716,3,1,2
980,1,1,1,6,7,7,"Male","50-59","married","Brooklyn",180.87245539853,2,1,3
981,6,3,4,2,6,2,"Female","50-59","never married","Queens",139.053634173203,3,1,2
982,6,3,6,4,4,1,"Female","18-29","married","Queens",75.710849139393,3,2,1
983,2,1,1,3,7,4,"Female","50-59","married","Brooklyn",86.6231261956934,3,1,2
984,3,1,3,6,1,5,"Male","18-29","married","Queens",291.225827663228,1,3,2
985,7,1,2,1,5,6,"Female","30-39","never married","Manhattan",158.420437984792,2,1,3
986,7,3,5,6,2,5,"Female","18-29","separated","Brooklyn",180.753874155013,1,3,2
987,2,1,2,7,5,5,"Male","40-49","never married","Brooklyn",190.294878167692,1,3,2
988,5,2,3,2,3,4,"Female","50-59","never married","Brooklyn",169.676351767834,2,1,3
989,6,1,6,7,5,5,"Male","30-39","married","Manhattan",153.691156819359,1,3,2
990,6,1,1,3,5,4,"Male","18-29","married","Manhattan",315.515367541217,3,1,2
991,7,3,6,5,4,3,"Female","18-29","married","Brooklyn",230.991860034542,2,3,1
992,5,2,2,1,3,4,"Female","40-49","separated","Manhattan",144.048607416965,2,1,3
993,7,1,1,3,3,7,"Male","30-39","divorced","Queens",195.547173354777,2,1,3
994,6,1,4,2,3,5,"Female","30-39","divorced","Manhattan",171.828436835464,2,1,3
995,2,1,2,4,3,1,"Female","50-59","married","Queens",193.532727004631,2,3,1
996,3,1,1,1,1,4,"Female","30-39","separated","Manhattan",186.1266726552,2,1,3
997,6,1,5,5,6,7,"Female","30-39","never married","Manhattan",236.527595869851,2,1,3
998,1,1,1,7,7,5,"Female","30-39","never married","Manhattan",252.068859091701,3,2,1
999,7,1,4,2,6,4,"Female","40-49","married","Manhattan",235.468257690719,3,1,2
1000,1,1,1,6,5,2,"Female","40-49","never married","Manhattan",205.234437765605,2,3,1
1001,5,2,3,2,7,1,"Male","18-29","married","Queens",195.040453585074,3,2,1
1002,2,2,2,4,6,5,"Female","30-39","never married","Brooklyn",258.01537745209,3,1,2
1003,2,1,1,3,4,7,"Female","18-29","married","Brooklyn",247.875068153318,2,1,3
1004,3,2,2,2,3,4,"Male","40-49","never married","Queens",194.834867935582,2,1,3
1005,2,1,2,7,6,5,"Female","50-59","married","Manhattan",175.609993126224,2,3,1
1006,5,1,1,3,5,3,"Female","30-39","never married","New Jersey",208.439487545391,3,1,2
1007,6,1,1,3,6,6,"Female","50-59","married","New Jersey",191.485499860882,2,1,3
1008,2,1,2,2,4,2,"Male","40-49","married","Brooklyn",221.683186040756,3,1,2
1009,3,1,2,6,5,3,"Male","50-59","never married","Queens",206.176662352751,2,3,1
1010,3,3,3,7,2,2,"Female","18-29","never married","Manhattan",200.912121779178,1,3,2
1011,2,1,1,3,7,1,"Male","40-49","married","Manhattan",180.041733309505,3,2,1
1012,2,1,2,2,3,5,"Female","30-39","divorced","Brooklyn",346.893385341633,2,1,3
1013,5,2,2,1,1,4,"Male","40-49","separated","Manhattan",195.385948892389,2,1,3
1014,7,2,7,4,3,6,"Female","30-39","never married","Manhattan",253.15122007788,1,2,3
1015,6,1,5,7,4,3,"Male","50-59","married","Brooklyn",187.574032179759,2,3,1
1016,6,3,4,2,5,4,"Female","18-29","separated","Manhattan",366.208320647297,3,1,2
1017,1,1,1,4,4,2,"Female","18-29","married","Manhattan",235.049039612197,3,2,1
1018,5,2,3,2,1,3,"Male","30-39","never married","Manhattan",330.151951891257,1,2,3
1019,7,3,6,7,6,6,"Female","40-49","never married","Brooklyn",166.303172470206,1,3,2
1020,7,5,6,5,3,2,"Female","18-29","never married","Brooklyn",145.697031873745,2,3,1
1021,5,1,3,2,4,1,"Female","50-59","married","Manhattan",173.861940845104,3,2,1
1022,2,2,2,4,5,6,"Male","18-29","separated","Brooklyn",151.192409146093,2,1,3
1023,1,1,1,7,4,5,"Male","40-49","married","Manhattan",340.236314360756,1,3,2
1024,7,5,5,6,5,5,"Female","18-29","never married","Manhattan",205.026805303184,1,3,2
1025,3,1,2,2,2,1,"Male","50-59","married","Manhattan",209.658923350499,3,2,1
1026,5,3,5,7,6,4,"Female","30-39","married","Brooklyn",262.276838634176,2,3,1
1027,7,2,7,4,3,5,"Female","30-39","divorced","Queens",227.740559131483,1,2,3
1028,2,1,2,6,6,3,"Female","30-39","married","Queens",287.592639886235,3,2,1
1029,6,4,5,7,4,4,"Male","40-49","married","Brooklyn",176.97458245342,1,3,2
1030,4,1,2,1,5,2,"Female","40-49","never married","Manhattan",173.297019058836,3,1,2
1031,4,1,1,3,5,7,"Male","30-39","never married","Manhattan",124.894967760088,2,1,3
1032,7,2,5,6,6,6,"Female","50-59","never married","Manhattan",277.220993589528,2,1,3
1033,5,1,1,3,7,7,"Male","30-39","married","Brooklyn",233.27684984847,2,1,3
1034,2,1,1,2,4,3,"Female","50-59","separated","Manhattan",341.990107203507,3,1,2
1035,3,2,2,6,5,3,"Male","40-49","never married","Manhattan",219.030521466218,2,3,1
1036,4,1,4,4,3,4,"Female","30-39","married","Manhattan",190.9290387092,1,2,3
1037,4,2,3,5,4,5,"Male","40-49","married","Manhattan",257.488318810678,1,2,3
1038,6,2,5,5,3,4,"Female","18-29","married","Brooklyn",253.979192157705,1,3,2
1039,7,5,7,7,7,6,"Female","30-39","never married","Brooklyn",131.132682648303,3,2,1
1040,2,1,1,1,4,4,"Male","30-39","never married","Queens",127.665324953673,2,1,3
1041,2,1,1,1,3,5,"Male","40-49","never married","Brooklyn",168.141509520046,2,1,3
1042,4,1,1,3,7,4,"Female","30-39","never married","Queens",302.21801647942,3,1,2
1043,7,1,2,3,1,4,"Female","40-49","married","Manhattan",230.50322465184,1,2,3
1044,6,5,5,7,4,4,"Female","30-39","married","Brooklyn",162.683611616226,1,3,2
1045,1,1,1,4,7,2,"Female","40-49","married","Manhattan",174.257313407036,3,2,1
1046,3,2,2,2,5,4,"Male","40-49","married","Manhattan",221.934903841852,3,1,2
1047,2,1,2,2,1,3,"Female","30-39","married","Manhattan",213.995009767189,1,2,3
1048,3,1,2,6,3,3,"Male","40-49","never married","Brooklyn",276.333022399479,1,3,2
1049,5,1,3,2,1,5,"Female","40-49","married","New Jersey",141.777383496838,1,2,3
1050,3,1,3,4,5,4,"Male","30-39","married","Queens",166.211186128929,3,1,2
1051,7,3,6,5,5,4,"Female","30-39","married","Manhattan",130.158340632401,3,2,1
1052,3,2,2,6,5,7,"Male","50-59","never married","Queens",177.207811427859,1,2,3
1053,3,1,1,3,5,6,"Male","18-29","married","Manhattan",275.215798247862,2,1,3
1054,7,6,6,5,3,2,"Female","18-29","never married","Brooklyn",236.702049126059,2,3,1
1055,3,2,3,5,3,6,"Male","40-49","divorced","Manhattan",203.855215026777,1,2,3
1056,5,1,1,3,3,3,"Male","40-49","married","Manhattan",119.621214187308,2,1,3
1057,6,2,6,4,7,5,"Female","30-39","never married","New Jersey",253.775922995711,3,1,2
1058,4,1,1,3,4,6,"Female","18-29","married","Manhattan",186.389803224522,2,1,3
1059,4,1,1,3,1,1,"Male","18-29","married","Manhattan",189.936913797197,1,3,2
1060,3,3,3,7,3,5,"Male","40-49","married","Manhattan",172.67240092416,1,3,2
1061,6,1,1,3,5,6,"Male","40-49","never married","Manhattan",159.959862821312,2,1,3
1062,6,3,5,5,6,2,"Female","30-39","never married","Queens",187.133109169608,3,2,1
1063,4,2,3,6,3,1,"Male","40-49","never married","Manhattan",161.506245075245,2,3,1
1064,1,1,1,3,4,6,"Male","18-29","never married","Manhattan",336.578124105424,2,1,3
1065,2,1,1,1,4,4,"Male","18-29","never married","Brooklyn",158.733659236801,2,1,3
1066,3,1,2,2,1,5,"Male","50-59","married","Manhattan",191.688163890368,1,2,3
1067,3,1,3,4,6,4,"Female","18-29","never married","Manhattan",271.811022535765,3,1,2
1068,3,2,3,5,3,4,"Female","50-59","never married","Queens",104.74460681574,1,3,2
1069,5,5,5,4,5,4,"Male","30-39","married","Brooklyn",159.645531809879,3,1,2
1070,3,2,3,5,1,7,"Male","50-59","never married","Manhattan",204.64395062095,1,2,3
1071,2,1,1,3,7,5,"Male","40-49","never married","Queens",274.765532627632,3,1,2
1072,6,3,5,5,6,2,"Female","18-29","never married","Manhattan",197.594805271701,3,2,1
1073,7,1,1,3,7,2,"Male","30-39","married","Queens",306.650791804817,3,2,1
1074,2,1,1,3,4,2,"Female","50-59","never married","Brooklyn",275.438884038921,3,2,1
1075,2,1,2,2,3,2,"Female","40-49","never married","Manhattan",173.423924095896,3,1,2
1076,6,3,5,6,2,4,"Female","40-49","married","Brooklyn",320.778257329425,1,3,2
1077,5,3,5,4,5,2,"Female","40-49","never married","Manhattan",222.198109345999,3,2,1
1078,1,1,1,4,1,1,"Female","30-39","separated","Queens",139.009379154275,1,3,2
1079,6,1,1,3,4,7,"Female","18-29","married","New Jersey",155.289533634158,2,1,3
1080,4,3,3,6,3,4,"Female","30-39","never married","Manhattan",255.558654220865,1,3,2
1081,5,2,4,5,5,7,"Male","18-29","never married","Brooklyn",160.807115253366,2,1,3
1082,4,3,3,6,6,3,"Female","30-39","never married","Manhattan",228.272895282686,3,2,1
1083,5,2,3,2,5,2,"Male","30-39","married","New Jersey",177.18980789984,3,1,2
1084,7,4,7,4,5,6,"Female","18-29","never married","Manhattan",142.410637089359,2,1,3
1085,2,1,2,5,4,4,"Male","18-29","married","Brooklyn",242.266041668463,1,3,2
1086,1,1,1,2,1,5,"Male","40-49","married","Manhattan",200.342475602433,1,2,3
1087,5,2,5,7,7,2,"Female","40-49","never married","Queens",208.1423971185,3,2,1
1088,3,1,1,3,3,5,"Male","40-49","married","Brooklyn",258.288613609063,2,1,3
1089,6,2,3,2,1,5,"Female","30-39","never married","Manhattan",251.470262273857,1,2,3
1090,2,1,2,6,6,4,"Male","30-39","married","Manhattan",294.135613904643,3,2,1
1091,7,1,3,1,5,4,"Male","50-59","never married","Manhattan",240.375218176679,3,1,2
1092,7,4,7,7,1,6,"Male","40-49","never married","Manhattan",257.745510218378,1,3,2
1093,6,2,6,4,5,7,"Male","18-29","never married","Queens",213.048100013246,2,1,3
1094,1,1,1,6,5,4,"Male","50-59","divorced","Manhattan",245.975729979709,2,3,1
1095,1,1,1,7,1,6,"Male","50-59","never married","Brooklyn",140.636199338142,1,3,2
1096,5,4,5,7,7,4,"Female","30-39","married","Brooklyn",251.037492301592,3,2,1
1097,2,2,2,4,2,5,"Female","18-29","never married","New Jersey",268.740719030905,1,2,3
1098,7,1,3,1,5,7,"Female","18-29","married","Queens",129.692141331653,2,1,3
1099,1,1,1,2,3,4,"Female","40-49","married","Manhattan",153.209179795883,2,1,3
1100,7,1,2,1,5,4,"Female","50-59","married","Manhattan",275.965822117071,3,1,2
1101,5,1,1,3,2,5,"Female","40-49","never married","Manhattan",149.01298188762,1,2,3
1102,4,3,4,4,5,7,"Male","18-29","married","Manhattan",194.56341593281,2,1,3
1103,6,1,2,1,4,2,"Male","30-39","married","Manhattan",259.203969645237,3,1,2
1104,1,1,1,3,5,6,"Female","50-59","never married","New Jersey",189.554179467707,2,1,3
1105,6,1,1,3,4,4,"Male","40-49","never married","Manhattan",214.898573379319,2,1,3
1106,7,3,7,4,3,4,"Female","30-39","married","Brooklyn",174.381101424683,1,2,3
1107,1,1,1,7,6,2,"Female","18-29","never married","Brooklyn",245.712399538324,2,3,1
1108,2,1,2,6,4,7,"Male","18-29","married","Manhattan",263.827912460255,1,2,3
1109,5,3,4,6,6,4,"Female","18-29","married","Brooklyn",258.528150056689,3,2,1
1110,4,2,2,2,7,1,"Female","40-49","never married","New Jersey",283.205913363632,3,2,1
1111,5,1,1,3,5,2,"Female","30-39","never married","Brooklyn",149.123723793749,3,2,1
1112,4,2,4,7,5,4,"Female","60 or over","never married","New Jersey",208.671280542448,2,3,1
1113,1,1,1,1,7,4,"Female","30-39","married","Brooklyn",406.627648312757,3,1,2
1114,2,1,1,1,5,7,"Female","18-29","never married","Manhattan",309.319840120663,2,1,3
1115,1,1,1,6,2,5,"Female","40-49","married","Manhattan",205.351257759814,1,3,2
1116,6,1,5,5,6,4,"Male","18-29","never married","Manhattan",144.809348776573,3,2,1
1117,1,1,1,3,4,1,"Female","30-39","married","New Jersey",188.241707314396,3,2,1
1118,1,1,1,5,6,5,"Female","18-29","married","Manhattan",189.413389330922,3,1,2
1119,1,1,1,3,5,2,"Male","18-29","never married","Manhattan",207.001016857174,3,2,1
1120,6,2,6,7,3,4,"Female","40-49","separated","Manhattan",167.247213480328,1,3,2
1121,7,2,3,1,3,4,"Male","50-59","never married","Queens",199.612526830938,2,1,3
1122,6,1,3,2,1,2,"Female","40-49","never married","Manhattan",202.123914704581,1,2,3
1123,5,1,3,2,7,5,"Male","18-29","married","New Jersey",154.692628298636,3,1,2
1124,4,1,2,1,2,7,"Female","18-29","married","Manhattan",264.556806496163,2,1,3
1125,4,1,1,1,1,5,"Male","30-39","married","Queens",159.558564069594,2,1,3
1126,1,1,1,6,7,4,"Female","40-49","never married","Queens",162.721646781955,3,2,1
1127,7,1,1,3,5,5,"Female","30-39","never married","Manhattan",148.278051483914,2,1,3
1128,6,2,6,7,5,5,"Male","18-29","married","Manhattan",203.109980388928,1,3,2
1129,7,1,2,3,7,3,"Female","30-39","married","Manhattan",165.404991236953,3,1,2
1130,5,3,5,7,3,2,"Female","40-49","never married","Brooklyn",205.874308886639,2,3,1
1131,6,3,5,5,3,3,"Male","30-39","never married","Manhattan",235.289088645173,1,3,2
1132,7,4,7,4,4,4,"Female","50-59","married","Manhattan",137.154277992646,2,1,3
1133,1,1,1,2,7,4,"Female","30-39","separated","Manhattan",97.3539169529097,3,1,2
1134,6,4,4,6,6,7,"Female","40-49","married","Manhattan",172.963529153506,2,1,3
1135,6,1,1,3,3,4,"Male","40-49","never married","Manhattan",226.067065701006,2,1,3
1136,6,1,5,5,4,1,"Male","18-29","never married","Manhattan",128.783709247431,2,3,1
1137,7,3,7,4,5,1,"Female","40-49","divorced","Manhattan",300.284579588172,3,2,1
1138,6,2,4,6,4,4,"Female","30-39","never married","Manhattan",251.127380400862,1,3,2
1139,6,2,5,7,4,6,"Male","40-49","married","Queens",263.880547614638,1,3,2
1140,3,1,2,2,4,3,"Male","18-29","married","Manhattan",195.929473599158,3,1,2
1141,6,1,2,3,4,4,"Male","30-39","never married","Queens",132.208023747384,2,1,3
1142,6,2,5,6,4,5,"Female","40-49","never married","Manhattan",177.084560197985,1,3,2
1143,3,1,2,2,5,5,"Female","30-39","never married","Queens",258.55769319781,2,1,3
1144,6,4,4,2,5,3,"Male","30-39","married","New Jersey",206.363654689142,3,1,2
1145,6,2,3,2,5,5,"Female","40-49","never married","Manhattan",213.961733882255,2,1,3
1146,7,2,4,2,5,5,"Male","30-39","never married","Queens",216.989668675212,2,1,3
1147,1,1,1,3,3,2,"Male","40-49","never married","Brooklyn",286.873412369791,3,2,1
1148,4,4,4,7,6,5,"Female","40-49","married","New Jersey",241.685517300312,2,3,1
1149,2,1,2,2,5,2,"Female","30-39","never married","Queens",227.566635985976,3,1,2
1150,1,1,1,3,4,4,"Male","18-29","married","Manhattan",270.592335463708,2,1,3
1151,1,1,1,3,4,2,"Male","50-59","never married","Queens",298.253057130077,3,2,1
1152,5,1,1,3,5,2,"Male","40-49","never married","Brooklyn",235.297874641634,3,2,1
1153,6,2,2,1,3,3,"Female","18-29","never married","Brooklyn",230.1927405859,2,1,3
1154,3,2,3,5,1,4,"Male","30-39","never married","Manhattan",291.300167676063,1,3,2
1155,7,4,6,5,1,5,"Female","50-59","married","Brooklyn",192.115283267238,1,2,3
1156,6,2,2,1,3,1,"Male","30-39","never married","Manhattan",268.31777276584,3,1,2
1157,1,1,1,1,5,1,"Male","50-59","separated","Brooklyn",179.021733414339,3,1,2
1158,7,2,5,2,5,2,"Female","18-29","married","New Jersey",108.184401241013,3,1,2
1159,7,1,2,3,3,1,"Male","30-39","never married","Queens",136.923892789311,3,2,1
1160,6,3,4,2,5,7,"Female","30-39","married","Brooklyn",296.101516072697,2,1,3
1161,7,1,1,3,7,5,"Male","40-49","never married","New Jersey",254.337523571257,3,1,2
1162,6,1,1,3,7,1,"Female","40-49","married","Manhattan",247.892440063146,3,2,1
1163,3,1,2,2,1,2,"Female","30-39","never married","Queens",127.818355375979,1,2,3
1164,6,1,1,3,3,6,"Female","40-49","never married","Manhattan",249.591375242454,2,1,3
1165,1,1,1,3,7,7,"Female","18-29","divorced","Manhattan",141.821155644751,2,1,3
1166,2,1,2,7,2,5,"Male","40-49","never married","Brooklyn",326.733331801323,1,3,2
1167,1,1,1,1,4,5,"Male","30-39","never married","Manhattan",169.180140464173,2,1,3
1168,7,1,1,3,2,1,"Male","50-59","never married","Queens",197.701436299687,2,3,1
1169,1,1,1,1,7,5,"Female","18-29","never married","New Jersey",181.269170100855,3,1,2
1170,1,1,1,1,5,5,"Female","40-49","never married","New Jersey",134.587032114915,2,1,3
1171,4,1,2,2,6,2,"Female","30-39","divorced","Manhattan",202.298111768652,3,1,2
1172,5,4,4,6,2,5,"Female","40-49","separated","Queens",201.648535294721,1,3,2
1173,5,1,2,1,5,3,"Female","30-39","never married","Queens",248.793551680463,3,1,2
1174,4,2,2,2,5,2,"Male","18-29","married","New Jersey",267.010380849965,3,1,2
1175,6,6,6,7,4,5,"Female","40-49","married","Queens",317.617428795147,1,3,2
1176,4,2,2,2,4,1,"Female","18-29","separated","Manhattan",181.427895293115,3,2,1
1177,5,1,2,1,6,5,"Male","50-59","never married","Queens",186.746020184745,3,1,2
1178,1,1,1,7,2,3,"Male","40-49","never married","New Jersey",245.908996687898,1,3,2
1179,5,4,5,4,1,5,"Female","30-39","never married","Manhattan",302.281521498125,1,2,3
1180,6,1,1,3,7,7,"Female","40-49","never married","Manhattan",181.618208951717,2,1,3
1181,3,1,2,2,1,5,"Male","50-59","never married","Manhattan",184.936873818986,1,2,3
1182,6,1,1,3,4,1,"Female","30-39","never married","Manhattan",239.817193073843,3,2,1
1183,6,1,1,3,2,4,"Male","18-29","never married","Manhattan",259.05495406974,1,2,3
1184,2,1,1,1,3,1,"Male","40-49","married","Queens",151.366172132942,3,1,2
1185,3,1,1,1,3,1,"Female","40-49","married","New Jersey",258.173367936393,3,1,2
1186,7,3,3,1,3,1,"Female","50-59","separated","Queens",213.583182897842,3,1,2
1187,3,3,3,7,7,3,"Male","50-59","never married","Brooklyn",287.335479936714,3,2,1
1188,5,5,5,4,4,2,"Female","30-39","never married","Brooklyn",278.76871134892,3,2,1
1189,7,2,2,1,6,5,"Female","50-59","never married","Manhattan",164.801833209567,3,1,2
1190,4,1,2,1,5,5,"Female","30-39","separated","Manhattan",140.972269091429,2,1,3
1191,1,1,1,7,4,2,"Male","40-49","married","Brooklyn",178.911439396969,2,3,1
1192,2,1,1,3,4,6,"Male","30-39","never married","Manhattan",376.668949386646,2,1,3
1193,6,2,5,6,4,3,"Male","18-29","married","Queens",144.510252624088,2,3,1
1194,3,1,1,1,2,5,"Female","40-49","never married","Manhattan",231.910030581761,2,1,3
1195,1,1,1,3,4,4,"Female","40-49","never married","Manhattan",191.943535119316,2,1,3
1196,3,1,1,3,4,5,"Female","40-49","never married","New Jersey",167.565622380095,2,1,3
1197,7,2,4,2,1,1,"Male","30-39","divorced","Manhattan",342.818041713268,1,3,2
1198,6,4,6,4,2,6,"Male","50-59","married","Brooklyn",259.931318591544,1,2,3
1199,5,4,5,7,5,6,"Male","40-49","never married","Manhattan",217.057238204025,1,3,2
1200,4,1,1,3,1,4,"Female","40-49","married","Manhattan",198.560772424749,1,2,3
1201,6,1,4,2,2,3,"Male","30-39","never married","Brooklyn",125.087571139253,2,1,3
1202,2,1,1,2,3,7,"Male","30-39","never married","Manhattan",190.629405985429,2,1,3
1203,7,1,2,3,2,3,"Female","40-49","never married","Manhattan",248.865219128132,1,2,3
1204,2,1,1,3,3,7,"Female","30-39","never married","Manhattan",89.7446356819283,2,1,3
1205,2,1,1,3,4,2,"Male","30-39","married","Manhattan",257.058074612105,3,2,1
1206,1,1,1,3,7,2,"Male","50-59","married","Brooklyn",269.930690537163,3,2,1
1207,4,1,2,1,5,4,"Female","30-39","never married","Queens",235.192496572789,3,1,2
1208,3,1,2,1,4,4,"Male","30-39","never married","Manhattan",201.539684760875,2,1,3
1209,2,1,2,2,5,6,"Female","40-49","never married","Manhattan",252.086966667589,2,1,3
1210,3,2,2,2,6,3,"Female","30-39","widowed","Brooklyn",161.015194166009,3,1,2
1211,3,1,2,6,5,2,"Male","40-49","never married","Brooklyn",268.720878305436,2,3,1
1212,5,1,1,3,3,5,"Female","50-59","never married","Manhattan",310.908352265048,2,1,3
1213,4,2,3,6,6,7,"Female","30-39","never married","Manhattan",218.605617695956,2,1,3
1214,4,1,4,7,4,2,"Female","18-29","separated","Queens",157.142310078711,2,3,1
1215,4,2,3,2,2,5,"Male","40-49","married","New Jersey",185.326552337539,2,1,3
1216,1,1,1,2,5,2,"Male","60 or over","never married","Manhattan",142.340411066445,3,1,2
1217,5,4,5,7,5,7,"Female","40-49","married","Queens",168.475587811595,1,2,3
1218,4,3,4,7,5,5,"Female","30-39","married","Manhattan",168.736223050652,1,3,2
1219,6,2,6,7,3,5,"Male","30-39","never married","Manhattan",161.792896134428,1,3,2
1220,6,1,4,2,5,2,"Male","30-39","married","Queens",162.96770944769,3,1,2
1221,6,1,1,3,3,4,"Female","40-49","never married","Manhattan",225.270050615287,2,1,3
1222,3,1,1,1,7,3,"Female","50-59","married","Manhattan",88.0441562856021,3,1,2
1223,7,1,3,1,5,7,"Male","50-59","married","New Jersey",197.300193880072,2,1,3
1224,1,1,1,2,3,3,"Female","40-49","married","New Jersey",153.160184434598,2,1,3
1225,5,1,1,3,3,4,"Female","30-39","married","Manhattan",212.14882543361,2,1,3
1226,2,1,1,3,1,5,"Male","40-49","married","Queens",188.514718507162,1,2,3
1227,5,1,5,4,4,4,"Male","40-49","married","Queens",282.060120093284,2,1,3
1228,5,2,2,1,3,5,"Female","30-39","married","Queens",173.747405132098,2,1,3
1229,4,3,3,2,1,6,"Male","18-29","married","Brooklyn",263.212917864874,1,2,3
1230,2,1,1,2,3,3,"Male","50-59","never married","Manhattan",184.593111411523,2,1,3
1231,7,3,3,2,6,4,"Male","50-59","never married","Queens",198.714153900989,3,1,2
1232,2,1,2,7,5,4,"Female","50-59","never married","New Jersey",197.648958531915,2,3,1
1233,6,2,4,6,6,7,"Female","50-59","married","Manhattan",152.945102003839,2,1,3
1234,5,2,5,4,1,2,"Female","60 or over","never married","Manhattan",155.172889987242,1,3,2
1235,2,2,2,4,3,4,"Female","30-39","married","Brooklyn",191.593938986688,1,2,3
1236,5,3,5,7,5,5,"Female","18-29","never married","Brooklyn",140.534488663814,1,3,2
1237,5,1,3,2,4,1,"Female","50-59","divorced","Manhattan",178.185240270127,3,2,1
1238,1,1,1,1,5,4,"Male","30-39","never married","Manhattan",135.655391082265,3,1,2
1239,1,1,1,5,6,6,"Female","30-39","never married","Manhattan",111.226102825412,2,1,3
1240,6,4,4,2,3,1,"Female","18-29","separated","Queens",225.246255350199,3,2,1
1241,1,1,1,7,4,4,"Male","30-39","never married","Queens",169.470868925853,1,3,2
1242,6,1,3,2,7,5,"Male","30-39","never married","Queens",324.505976131884,3,1,2
1243,7,1,2,1,5,4,"Female","18-29","never married","Manhattan",242.300569448824,3,1,2
1244,7,2,3,1,3,5,"Female","18-29","never married","Manhattan",281.578380130077,2,1,3
1245,4,1,1,3,4,2,"Male","18-29","never married","New Jersey",268.333360563698,3,2,1
1246,3,1,2,2,6,3,"Male","30-39","married","Manhattan",219.079996816348,3,1,2
1247,6,3,6,4,1,4,"Female","30-39","separated","New Jersey",174.809135326539,1,2,3
1248,3,1,3,5,4,3,"Male","50-59","married","Brooklyn",230.661083287145,2,3,1
1249,5,4,4,5,4,5,"Female","40-49","separated","Queens",170.822667115068,1,2,3
1250,1,1,1,3,5,4,"Female","18-29","married","New Jersey",226.97347474625,3,1,2
1251,2,1,1,1,5,5,"Female","40-49","never married","New Jersey",172.861108229195,2,1,3
1252,6,3,5,5,5,4,"Female","30-39","never married","Manhattan",247.996175762339,3,2,1
1253,7,1,2,3,1,4,"Female","30-39","married","Manhattan",225.842782508696,1,2,3
1254,7,4,5,6,3,5,"Female","18-29","married","Manhattan",181.98938974805,1,3,2
1255,2,1,2,2,3,4,"Male","60 or over","married","Manhattan",337.041916864196,2,1,3
1256,3,1,1,1,2,2,"Male","18-29","married","Brooklyn",234.738542433114,2,1,3
1257,2,1,1,3,5,6,"Male","40-49","married","Brooklyn",294.26062334488,2,1,3
1258,1,1,1,4,1,4,"Female","18-29","never married","Brooklyn",215.202872442695,1,2,3
1259,4,1,3,6,1,5,"Female","30-39","divorced","Manhattan",325.198181898945,1,3,2
1260,6,3,3,2,4,6,"Male","30-39","never married","New Jersey",250.853367410241,2,1,3
1261,7,4,4,2,4,2,"Female","30-39","married","New Jersey",200.736920971494,3,1,2
1262,3,1,3,7,7,3,"Female","40-49","never married","Brooklyn",162.634756551981,3,2,1
1263,1,1,1,7,5,2,"Female","60 or over","never married","Queens",82.3634411742318,2,3,1
1264,3,1,2,6,5,5,"Female","18-29","widowed","Queens",220.268175845978,1,3,2
1265,6,3,4,2,7,1,"Female","18-29","married","Manhattan",216.272636387357,3,2,1
1266,5,1,1,3,2,5,"Female","30-39","married","Manhattan",205.375050512414,1,2,3
1267,3,1,3,7,2,2,"Male","50-59","married","Manhattan",281.004158696095,1,3,2
1268,4,1,3,2,4,1,"Female","30-39","separated","Brooklyn",181.554953260675,3,2,1
1269,5,1,1,3,5,7,"Male","40-49","never married","Manhattan",219.545790687672,2,1,3
1270,4,1,2,1,3,6,"Female","30-39","married","Queens",297.837546263913,2,1,3
1271,1,1,1,6,2,6,"Female","30-39","married","Queens",233.494853819222,1,2,3
1272,3,1,3,5,5,3,"Female","50-59","never married","New Jersey",344.801175729849,3,2,1
