"id","health1","health2","health3","mcdonalds","chipotle","shake_shack","gender","age","marital_status","location","rank_chipotle","rank_mcdonalds","rank_shake_shack"
1140,3,1,2,2,4,3,"Male","18-29","married","Manhattan",3,1,2
1141,6,1,2,3,4,4,"Male","30-39","never married","Queens",2,1,3
1142,6,2,5,6,4,5,"Female","40-49","never married","Manhattan",1,3,2
1143,3,1,2,2,5,5,"Female","30-39","never married","Queens",2,1,3
1144,6,4,4,2,5,3,"Male","30-39","married","New Jersey",3,1,2
1145,6,2,3,2,5,5,"Female","40-49","never married","Manhattan",2,1,3
1146,7,2,4,2,5,5,"Male","30-39","never married","Queens",2,1,3
1147,1,1,1,3,3,2,"Male","40-49","never married","Brooklyn",3,2,1
1148,4,4,4,7,6,5,"Female","40-49","married","New Jersey",2,3,1
1149,2,1,2,2,5,2,"Female","30-39","never married","Queens",3,1,2
1150,1,1,1,3,4,4,"Male","18-29","married","Manhattan",2,1,3
1151,1,1,1,3,4,2,"Male","50-59","never married","Queens",3,2,1
1152,5,1,1,3,5,2,"Male","40-49","never married","Brooklyn",3,2,1
1153,6,2,2,1,3,3,"Female","18-29","never married","Brooklyn",2,1,3
1154,3,2,3,5,1,4,"Male","30-39","never married","Manhattan",1,3,2
1155,7,4,6,5,1,5,"Female","50-59","married","Brooklyn",1,2,3
1156,6,2,2,1,3,1,"Male","30-39","never married","Manhattan",3,1,2
1157,1,1,1,1,5,1,"Male","50-59","separated","Brooklyn",3,1,2
1158,7,2,5,2,5,2,"Female","18-29","married","New Jersey",3,1,2
1159,7,1,2,3,3,1,"Male","30-39","never married","Queens",3,2,1
1160,6,3,4,2,5,7,"Female","30-39","married","Brooklyn",2,1,3
1161,7,1,1,3,7,5,"Male","40-49","never married","New Jersey",3,1,2
1162,6,1,1,3,7,1,"Female","40-49","married","Manhattan",3,2,1
1163,3,1,2,2,1,2,"Female","30-39","never married","Queens",1,2,3
1164,6,1,1,3,3,6,"Female","40-49","never married","Manhattan",2,1,3
1165,1,1,1,3,7,7,"Female","18-29","divorced","Manhattan",2,1,3
1166,2,1,2,7,2,5,"Male","40-49","never married","Brooklyn",1,3,2
1167,1,1,1,1,4,5,"Male","30-39","never married","Manhattan",2,1,3
1168,7,1,1,3,2,1,"Male","50-59","never married","Queens",2,3,1
1169,1,1,1,1,7,5,"Female","18-29","never married","New Jersey",3,1,2
1170,1,1,1,1,5,5,"Female","40-49","never married","New Jersey",2,1,3
1171,4,1,2,2,6,2,"Female","30-39","divorced","Manhattan",3,1,2
1172,5,4,4,6,2,5,"Female","40-49","separated","Queens",1,3,2
1173,5,1,2,1,5,3,"Female","30-39","never married","Queens",3,1,2
1174,4,2,2,2,5,2,"Male","18-29","married","New Jersey",3,1,2
1175,6,6,6,7,4,5,"Female","40-49","married","Queens",1,3,2
1176,4,2,2,2,4,1,"Female","18-29","separated","Manhattan",3,2,1
1177,5,1,2,1,6,5,"Male","50-59","never married","Queens",3,1,2
1178,1,1,1,7,2,3,"Male","40-49","never married","New Jersey",1,3,2
1179,5,4,5,4,1,5,"Female","30-39","never married","Manhattan",1,2,3
1180,6,1,1,3,7,7,"Female","40-49","never married","Manhattan",2,1,3
1181,3,1,2,2,1,5,"Male","50-59","never married","Manhattan",1,2,3
1182,6,1,1,3,4,1,"Female","30-39","never married","Manhattan",3,2,1
1183,6,1,1,3,2,4,"Male","18-29","never married","Manhattan",1,2,3
1184,2,1,1,1,3,1,"Male","40-49","married","Queens",3,1,2
1185,3,1,1,1,3,1,"Female","40-49","married","New Jersey",3,1,2
1186,7,3,3,1,3,1,"Female","50-59","separated","Queens",3,1,2
1187,3,3,3,7,7,3,"Male","50-59","never married","Brooklyn",3,2,1
1188,5,5,5,4,4,2,"Female","30-39","never married","Brooklyn",3,2,1
1189,7,2,2,1,6,5,"Female","50-59","never married","Manhattan",3,1,2
1190,4,1,2,1,5,5,"Female","30-39","separated","Manhattan",2,1,3
1191,1,1,1,7,4,2,"Male","40-49","married","Brooklyn",2,3,1
1192,2,1,1,3,4,6,"Male","30-39","never married","Manhattan",2,1,3
1193,6,2,5,6,4,3,"Male","18-29","married","Queens",2,3,1
1194,3,1,1,1,2,5,"Female","40-49","never married","Manhattan",2,1,3
1195,1,1,1,3,4,4,"Female","40-49","never married","Manhattan",2,1,3
1196,3,1,1,3,4,5,"Female","40-49","never married","New Jersey",2,1,3
1197,7,2,4,2,1,1,"Male","30-39","divorced","Manhattan",1,3,2
1198,6,4,6,4,2,6,"Male","50-59","married","Brooklyn",1,2,3
1199,5,4,5,7,5,6,"Male","40-49","never married","Manhattan",1,3,2
1200,4,1,1,3,1,4,"Female","40-49","married","Manhattan",1,2,3
1201,6,1,4,2,2,3,"Male","30-39","never married","Brooklyn",2,1,3
1202,2,1,1,2,3,7,"Male","30-39","never married","Manhattan",2,1,3
1203,7,1,2,3,2,3,"Female","40-49","never married","Manhattan",1,2,3
1204,2,1,1,3,3,7,"Female","30-39","never married","Manhattan",2,1,3
1205,2,1,1,3,4,2,"Male","30-39","married","Manhattan",3,2,1
1206,1,1,1,3,7,2,"Male","50-59","married","Brooklyn",3,2,1
1207,4,1,2,1,5,4,"Female","30-39","never married","Queens",3,1,2
1208,3,1,2,1,4,4,"Male","30-39","never married","Manhattan",2,1,3
1209,2,1,2,2,5,6,"Female","40-49","never married","Manhattan",2,1,3
1210,3,2,2,2,6,3,"Female","30-39","widowed","Brooklyn",3,1,2
1211,3,1,2,6,5,2,"Male","40-49","never married","Brooklyn",2,3,1
1212,5,1,1,3,3,5,"Female","50-59","never married","Manhattan",2,1,3
1213,4,2,3,6,6,7,"Female","30-39","never married","Manhattan",2,1,3
1214,4,1,4,7,4,2,"Female","18-29","separated","Queens",2,3,1
1215,4,2,3,2,2,5,"Male","40-49","married","New Jersey",2,1,3
1216,1,1,1,2,5,2,"Male","60 or over","never married","Manhattan",3,1,2
1217,5,4,5,7,5,7,"Female","40-49","married","Queens",1,2,3
1218,4,3,4,7,5,5,"Female","30-39","married","Manhattan",1,3,2
1219,6,2,6,7,3,5,"Male","30-39","never married","Manhattan",1,3,2
1220,6,1,4,2,5,2,"Male","30-39","married","Queens",3,1,2
1221,6,1,1,3,3,4,"Female","40-49","never married","Manhattan",2,1,3
1222,3,1,1,1,7,3,"Female","50-59","married","Manhattan",3,1,2
1223,7,1,3,1,5,7,"Male","50-59","married","New Jersey",2,1,3
1224,1,1,1,2,3,3,"Female","40-49","married","New Jersey",2,1,3
1225,5,1,1,3,3,4,"Female","30-39","married","Manhattan",2,1,3
1226,2,1,1,3,1,5,"Male","40-49","married","Queens",1,2,3
1227,5,1,5,4,4,4,"Male","40-49","married","Queens",2,1,3
1228,5,2,2,1,3,5,"Female","30-39","married","Queens",2,1,3
1229,4,3,3,2,1,6,"Male","18-29","married","Brooklyn",1,2,3
1230,2,1,1,2,3,3,"Male","50-59","never married","Manhattan",2,1,3
1231,7,3,3,2,6,4,"Male","50-59","never married","Queens",3,1,2
1232,2,1,2,7,5,4,"Female","50-59","never married","New Jersey",2,3,1
1233,6,2,4,6,6,7,"Female","50-59","married","Manhattan",2,1,3
1234,5,2,5,4,1,2,"Female","60 or over","never married","Manhattan",1,3,2
1235,2,2,2,4,3,4,"Female","30-39","married","Brooklyn",1,2,3
1236,5,3,5,7,5,5,"Female","18-29","never married","Brooklyn",1,3,2
1237,5,1,3,2,4,1,"Female","50-59","divorced","Manhattan",3,2,1
1238,1,1,1,1,5,4,"Male","30-39","never married","Manhattan",3,1,2
1239,1,1,1,5,6,6,"Female","30-39","never married","Manhattan",2,1,3
1240,6,4,4,2,3,1,"Female","18-29","separated","Queens",3,2,1
1241,1,1,1,7,4,4,"Male","30-39","never married","Queens",1,3,2
1242,6,1,3,2,7,5,"Male","30-39","never married","Queens",3,1,2
1243,7,1,2,1,5,4,"Female","18-29","never married","Manhattan",3,1,2
1244,7,2,3,1,3,5,"Female","18-29","never married","Manhattan",2,1,3
1245,4,1,1,3,4,2,"Male","18-29","never married","New Jersey",3,2,1
1246,3,1,2,2,6,3,"Male","30-39","married","Manhattan",3,1,2
1247,6,3,6,4,1,4,"Female","30-39","separated","New Jersey",1,2,3
1248,3,1,3,5,4,3,"Male","50-59","married","Brooklyn",2,3,1
1249,5,4,4,5,4,5,"Female","40-49","separated","Queens",1,2,3
1250,1,1,1,3,5,4,"Female","18-29","married","New Jersey",3,1,2
1251,2,1,1,1,5,5,"Female","40-49","never married","New Jersey",2,1,3
1252,6,3,5,5,5,4,"Female","30-39","never married","Manhattan",3,2,1
1253,7,1,2,3,1,4,"Female","30-39","married","Manhattan",1,2,3
1254,7,4,5,6,3,5,"Female","18-29","married","Manhattan",1,3,2
1255,2,1,2,2,3,4,"Male","60 or over","married","Manhattan",2,1,3
1256,3,1,1,1,2,2,"Male","18-29","married","Brooklyn",2,1,3
1257,2,1,1,3,5,6,"Male","40-49","married","Brooklyn",2,1,3
1258,1,1,1,4,1,4,"Female","18-29","never married","Brooklyn",1,2,3
1259,4,1,3,6,1,5,"Female","30-39","divorced","Manhattan",1,3,2
1260,6,3,3,2,4,6,"Male","30-39","never married","New Jersey",2,1,3
1261,7,4,4,2,4,2,"Female","30-39","married","New Jersey",3,1,2
1262,3,1,3,7,7,3,"Female","40-49","never married","Brooklyn",3,2,1
1263,1,1,1,7,5,2,"Female","60 or over","never married","Queens",2,3,1
1264,3,1,2,6,5,5,"Female","18-29","widowed","Queens",1,3,2
1265,6,3,4,2,7,1,"Female","18-29","married","Manhattan",3,2,1
1266,5,1,1,3,2,5,"Female","30-39","married","Manhattan",1,2,3
1267,3,1,3,7,2,2,"Male","50-59","married","Manhattan",1,3,2
1268,4,1,3,2,4,1,"Female","30-39","separated","Brooklyn",3,2,1
1269,5,1,1,3,5,7,"Male","40-49","never married","Manhattan",2,1,3
1270,4,1,2,1,3,6,"Female","30-39","married","Queens",2,1,3
1271,1,1,1,6,2,6,"Female","30-39","married","Queens",1,2,3
1272,3,1,3,5,5,3,"Female","50-59","never married","New Jersey",3,2,1
1273,6,1,2,1,4,3,"Female","40-49","never married","Manhattan",3,1,2
1274,3,1,3,5,5,4,"Male","30-39","married","Manhattan",3,2,1
1275,2,2,2,7,6,4,"Female","30-39","never married","Manhattan",2,3,1
1276,7,3,7,4,5,4,"Male","40-49","married","New Jersey",3,1,2
1277,5,2,4,5,1,5,"Female","30-39","separated","Manhattan",1,2,3
1278,3,1,3,7,7,5,"Female","30-39","never married","New Jersey",3,2,1
1279,2,1,2,6,3,3,"Female","18-29","never married","Manhattan",1,3,2
1280,6,2,3,2,3,2,"Male","40-49","never married","Manhattan",3,1,2
1281,4,1,1,3,2,2,"Male","40-49","married","Manhattan",1,3,2
1282,1,1,1,6,6,2,"Male","30-39","never married","Manhattan",3,2,1
1283,2,1,1,2,3,3,"Female","50-59","married","Manhattan",2,1,3
1284,4,3,3,6,5,4,"Male","18-29","never married","Brooklyn",2,3,1
1285,2,1,1,3,3,6,"Male","18-29","divorced","New Jersey",2,1,3
1286,2,1,2,7,4,4,"Male","50-59","never married","Manhattan",1,3,2
1287,2,1,1,3,1,2,"Male","30-39","never married","Queens",1,3,2
1288,1,1,1,1,7,2,"Male","40-49","never married","Queens",3,1,2
1289,4,1,2,2,5,2,"Male","30-39","married","Manhattan",3,1,2
1290,4,1,1,3,4,4,"Female","30-39","never married","Manhattan",2,1,3
1291,6,1,1,3,5,5,"Male","18-29","married","Brooklyn",2,1,3
1292,4,1,4,5,3,2,"Female","30-39","never married","Manhattan",2,3,1
1293,6,3,5,7,2,4,"Male","50-59","never married","Manhattan",1,3,2
1294,6,5,5,5,3,2,"Male","30-39","never married","New Jersey",2,3,1
1295,2,1,1,1,5,2,"Female","30-39","widowed","Brooklyn",3,1,2
1296,7,1,2,3,4,6,"Female","18-29","never married","Manhattan",2,1,3
1297,7,1,1,3,6,5,"Female","18-29","married","Queens",3,1,2
1298,4,2,3,2,3,5,"Female","30-39","married","Manhattan",2,1,3
1299,5,2,4,6,1,6,"Male","18-29","never married","Manhattan",1,2,3
1300,5,2,3,2,4,7,"Female","50-59","married","Manhattan",2,1,3
1301,5,2,4,6,3,5,"Male","30-39","never married","Manhattan",1,3,2
1302,1,1,1,1,4,4,"Female","18-29","divorced","Queens",2,1,3
1303,3,1,2,1,1,7,"Female","50-59","married","Manhattan",2,1,3
1304,4,1,2,1,7,3,"Male","40-49","separated","Queens",3,1,2
1305,7,4,5,6,3,7,"Male","18-29","never married","Manhattan",1,2,3
1306,3,2,2,2,2,6,"Male","18-29","married","Brooklyn",2,1,3
1307,7,1,5,6,5,6,"Female","30-39","never married","Queens",1,2,3
1308,6,4,5,7,5,5,"Male","30-39","separated","Queens",1,3,2
1309,7,6,6,7,4,5,"Female","40-49","never married","Queens",1,3,2
1310,2,1,1,1,3,3,"Female","50-59","married","Manhattan",2,1,3
1311,7,2,2,1,3,1,"Male","50-59","never married","Manhattan",3,1,2
1312,6,1,2,3,5,5,"Female","50-59","married","New Jersey",2,1,3
1313,3,1,1,3,7,6,"Female","60 or over","married","Manhattan",3,1,2
1314,1,1,1,6,5,2,"Female","40-49","divorced","Manhattan",2,3,1
1315,6,1,3,2,6,4,"Male","30-39","married","Manhattan",3,1,2
1316,4,1,4,5,3,1,"Male","40-49","never married","Queens",2,3,1
1317,5,2,3,2,5,2,"Female","30-39","married","Brooklyn",3,1,2
1318,4,2,4,4,6,6,"Female","30-39","never married","Manhattan",2,1,3
1319,7,3,5,6,5,4,"Female","40-49","never married","Manhattan",2,3,1
1320,1,1,1,3,6,1,"Female","40-49","never married","New Jersey",3,2,1
1321,4,2,3,2,6,6,"Female","40-49","never married","Manhattan",2,1,3
1322,3,1,1,3,1,5,"Male","40-49","never married","Brooklyn",1,2,3
1323,6,4,5,7,5,1,"Male","40-49","never married","Queens",2,3,1
1324,1,1,1,4,3,2,"Female","60 or over","separated","Manhattan",2,3,1
1325,1,1,1,2,2,4,"Female","50-59","married","Queens",2,1,3
1326,2,1,2,6,5,5,"Female","18-29","married","Manhattan",1,3,2
1327,1,1,1,4,4,4,"Female","18-29","married","Manhattan",2,1,3
1328,7,1,2,3,3,3,"Female","30-39","married","Brooklyn",2,1,3
1329,1,1,1,5,4,4,"Male","30-39","never married","New Jersey",1,3,2
1330,1,1,1,4,7,2,"Female","30-39","married","Manhattan",3,2,1
1331,7,3,6,5,3,3,"Male","18-29","married","Manhattan",1,3,2
1332,7,1,2,3,6,7,"Female","40-49","married","Manhattan",2,1,3
1333,2,1,1,1,6,7,"Male","40-49","married","Manhattan",2,1,3
1334,4,1,2,1,5,6,"Male","40-49","never married","Manhattan",2,1,3
1335,4,1,1,3,1,2,"Female","18-29","never married","Queens",1,3,2
1336,4,2,3,6,6,5,"Male","30-39","married","Manhattan",3,2,1
1337,3,1,1,3,5,5,"Female","40-49","never married","Queens",2,1,3
1338,1,1,1,4,2,6,"Male","40-49","never married","Brooklyn",1,2,3
1339,1,1,1,7,2,2,"Male","60 or over","never married","Queens",1,3,2
1340,6,3,5,5,5,5,"Female","40-49","never married","New Jersey",2,1,3
1341,2,1,2,4,3,5,"Female","40-49","never married","New Jersey",1,2,3
1342,1,1,1,1,2,4,"Female","18-29","never married","Brooklyn",2,1,3
1343,4,1,1,3,6,2,"Male","30-39","separated","Manhattan",3,2,1
1344,4,1,1,3,5,5,"Male","18-29","separated","Queens",2,1,3
1345,4,1,1,3,7,3,"Male","18-29","married","Manhattan",3,1,2
1346,6,4,5,5,5,5,"Male","18-29","married","Queens",2,1,3
1347,4,1,3,5,3,4,"Male","40-49","never married","Queens",1,3,2
1348,6,1,1,3,6,2,"Male","40-49","married","Manhattan",3,2,1
1349,2,1,1,1,3,5,"Female","40-49","separated","Queens",2,1,3
1350,3,1,1,3,1,4,"Female","50-59","never married","Manhattan",1,2,3
1351,2,1,1,2,6,2,"Female","40-49","separated","Brooklyn",3,1,2
1352,2,1,1,2,7,7,"Male","50-59","married","Manhattan",2,1,3
1353,7,3,6,5,4,4,"Female","18-29","separated","Brooklyn",1,3,2
1354,6,1,2,1,4,5,"Male","50-59","never married","Manhattan",2,1,3
1355,6,4,6,4,1,4,"Female","18-29","never married","Manhattan",1,2,3
1356,2,1,2,2,7,7,"Female","40-49","never married","Manhattan",2,1,3
1357,5,3,3,2,5,5,"Female","18-29","never married","Manhattan",2,1,3
1358,7,5,5,6,5,4,"Male","30-39","never married","Brooklyn",2,3,1
1359,5,3,4,6,3,3,"Female","30-39","never married","New Jersey",1,3,2
1360,6,1,1,3,4,5,"Female","18-29","married","New Jersey",2,1,3
1361,3,1,2,1,5,4,"Female","18-29","married","Manhattan",3,1,2
1362,3,1,1,1,6,6,"Male","50-59","married","Manhattan",2,1,3
1363,4,1,2,1,1,6,"Female","18-29","never married","Manhattan",2,1,3
1364,7,1,1,3,6,5,"Female","50-59","married","Queens",3,1,2
1365,2,1,1,3,6,6,"Female","18-29","never married","Queens",2,1,3
1366,1,1,1,4,4,4,"Female","18-29","separated","Manhattan",2,1,3
1367,2,2,2,7,5,4,"Female","40-49","married","Brooklyn",2,3,1
1368,7,4,4,2,5,2,"Male","30-39","married","Manhattan",3,1,2
1369,4,1,2,1,4,6,"Male","40-49","never married","Queens",2,1,3
1370,3,1,2,2,4,5,"Male","18-29","married","Manhattan",2,1,3
1371,4,1,2,1,3,5,"Female","40-49","never married","Queens",2,1,3
1372,6,5,6,7,5,6,"Male","50-59","divorced","Brooklyn",1,3,2
1373,5,3,5,4,3,4,"Female","40-49","never married","Manhattan",1,2,3
1374,5,2,5,4,3,7,"Male","40-49","married","Manhattan",1,2,3
1375,4,1,1,1,1,5,"Female","50-59","never married","Queens",2,1,3
1376,1,1,1,7,3,5,"Female","50-59","separated","Manhattan",1,3,2
1377,6,2,5,5,6,3,"Female","30-39","never married","Manhattan",3,2,1
1378,5,4,4,6,4,7,"Male","18-29","married","Brooklyn",1,2,3
1379,3,2,3,5,6,4,"Female","30-39","divorced","Brooklyn",3,2,1
1380,3,2,2,2,3,7,"Male","40-49","married","Manhattan",2,1,3
1381,1,1,1,1,5,3,"Female","50-59","never married","Brooklyn",3,1,2
1382,7,2,4,2,5,4,"Male","18-29","divorced","Brooklyn",3,1,2
1383,6,1,2,1,5,1,"Male","30-39","married","Manhattan",3,1,2
1384,5,2,5,4,4,7,"Female","30-39","married","Manhattan",2,1,3
1385,7,1,4,2,3,2,"Female","50-59","never married","Manhattan",3,1,2
1386,3,1,2,6,1,1,"Female","40-49","never married","Manhattan",1,3,2
1387,2,1,2,2,5,2,"Female","40-49","never married","Manhattan",3,1,2
1388,5,3,5,7,3,1,"Female","50-59","married","Queens",2,3,1
1389,5,1,1,3,5,5,"Male","40-49","married","Manhattan",2,1,3
1390,7,2,2,1,6,6,"Female","50-59","separated","Brooklyn",2,1,3
1391,2,1,1,3,1,6,"Female","40-49","never married","Queens",1,2,3
1392,3,1,1,1,5,4,"Male","40-49","never married","Queens",3,1,2
1393,3,1,1,1,4,3,"Female","18-29","widowed","Manhattan",3,1,2
1394,4,1,4,7,5,4,"Female","50-59","never married","Manhattan",2,3,1
1395,4,1,2,2,3,7,"Female","40-49","never married","Manhattan",2,1,3
1396,5,2,2,1,7,5,"Female","40-49","married","Queens",3,1,2
1397,1,1,1,4,5,4,"Male","40-49","never married","Brooklyn",3,1,2
1398,3,1,3,5,4,6,"Male","30-39","never married","New Jersey",1,2,3
1399,5,1,3,2,4,5,"Female","18-29","never married","Manhattan",2,1,3
1400,7,6,7,7,3,5,"Male","30-39","never married","Manhattan",1,3,2
1401,1,1,1,3,5,4,"Male","30-39","married","Brooklyn",3,1,2
1402,3,3,3,4,3,7,"Female","30-39","married","Manhattan",1,2,3
1403,5,1,1,3,5,4,"Female","18-29","married","Manhattan",3,1,2
1404,5,4,4,5,1,2,"Male","40-49","never married","Manhattan",1,3,2
1405,3,2,3,7,3,4,"Female","40-49","married","Manhattan",1,3,2
1406,7,6,7,4,7,7,"Male","30-39","never married","New Jersey",2,1,3
1407,4,1,1,3,4,5,"Female","30-39","never married","Manhattan",2,1,3
1408,1,1,1,3,3,5,"Female","40-49","never married","Manhattan",2,1,3
1409,2,1,1,3,4,1,"Female","40-49","married","Manhattan",3,2,1
1410,4,1,1,3,6,3,"Female","40-49","married","Manhattan",3,1,2
1411,5,4,5,4,1,4,"Female","30-39","never married","Manhattan",1,2,3
1412,4,1,2,1,7,5,"Female","40-49","never married","Brooklyn",3,1,2
1413,7,1,1,3,4,7,"Male","30-39","never married","Brooklyn",2,1,3
1414,2,1,2,6,3,7,"Female","40-49","married","Queens",1,2,3
1415,5,1,2,1,3,3,"Female","18-29","divorced","Manhattan",2,1,3
1416,1,1,1,4,2,2,"Male","40-49","never married","Brooklyn",1,3,2
1417,4,3,4,4,4,5,"Male","18-29","married","Manhattan",2,1,3
1418,6,2,2,1,3,2,"Male","30-39","never married","Queens",3,1,2
1419,6,1,3,1,5,3,"Female","30-39","married","Queens",3,1,2
1420,4,3,4,7,7,2,"Female","30-39","never married","New Jersey",3,2,1
1421,7,1,1,3,4,2,"Female","30-39","married","Brooklyn",3,2,1
1422,4,2,3,6,2,2,"Female","40-49","married","New Jersey",1,3,2
1423,2,1,1,2,4,4,"Male","30-39","never married","Manhattan",2,1,3
1424,7,4,4,2,5,2,"Male","18-29","never married","Manhattan",3,1,2
1425,5,1,3,2,3,1,"Female","30-39","never married","Manhattan",3,2,1
1426,7,2,3,1,7,2,"Female","30-39","divorced","Manhattan",3,1,2
1427,2,1,2,5,6,2,"Female","50-59","married","New Jersey",3,2,1
1428,7,1,2,1,7,3,"Male","40-49","never married","Queens",3,1,2
1429,3,2,3,7,3,4,"Male","40-49","married","Brooklyn",1,3,2
1430,4,1,1,3,5,3,"Male","50-59","married","New Jersey",3,1,2
1431,3,2,2,2,3,6,"Female","18-29","married","Manhattan",2,1,3
1432,3,1,3,5,7,4,"Male","30-39","never married","Manhattan",3,2,1
1433,3,3,3,4,3,4,"Male","18-29","never married","Manhattan",1,2,3
1434,1,1,1,4,2,7,"Male","18-29","married","Manhattan",1,2,3
1435,4,1,1,3,4,2,"Female","50-59","never married","Brooklyn",3,2,1
1436,4,1,1,3,4,4,"Male","50-59","married","Brooklyn",2,1,3
1437,6,4,6,4,4,5,"Female","30-39","married","Manhattan",2,1,3
1438,2,1,1,3,3,2,"Female","40-49","never married","Brooklyn",3,2,1
1439,1,1,1,2,5,5,"Male","18-29","never married","Manhattan",2,1,3
1440,5,1,4,6,5,6,"Female","40-49","married","Brooklyn",1,2,3
1441,2,1,2,5,4,6,"Female","30-39","never married","New Jersey",1,2,3
1442,7,1,2,1,2,5,"Male","40-49","separated","New Jersey",2,1,3
1443,5,1,1,3,1,6,"Male","60 or over","never married","Queens",1,2,3
1444,2,2,2,5,3,5,"Male","40-49","never married","Queens",1,2,3
1445,6,3,6,4,4,3,"Male","30-39","never married","Brooklyn",3,2,1
1446,7,4,5,6,3,6,"Female","40-49","never married","Manhattan",1,2,3
1447,5,1,1,3,5,5,"Female","40-49","separated","Manhattan",2,1,3
1448,1,1,1,1,1,5,"Female","40-49","married","Brooklyn",2,1,3
1449,7,1,4,2,4,6,"Female","30-39","married","Manhattan",2,1,3
1450,2,1,1,1,3,7,"Female","18-29","divorced","Manhattan",2,1,3
1451,3,1,1,1,5,2,"Female","40-49","never married","Manhattan",3,1,2
1452,7,1,2,3,3,2,"Female","40-49","never married","New Jersey",3,2,1
1453,3,2,2,2,3,5,"Female","50-59","married","Manhattan",2,1,3
1454,6,2,2,1,5,5,"Female","30-39","never married","Manhattan",2,1,3
1455,1,1,1,3,6,2,"Female","40-49","married","Brooklyn",3,2,1
1456,7,2,5,6,2,1,"Male","50-59","married","Manhattan",2,3,1
1457,5,2,4,5,1,2,"Female","40-49","never married","Queens",1,3,2
1458,2,2,2,7,7,3,"Female","40-49","never married","Manhattan",3,2,1
1459,5,1,1,3,3,4,"Male","30-39","never married","Queens",2,1,3
1460,5,4,4,5,1,3,"Female","18-29","married","Queens",1,3,2
1461,2,1,1,3,4,3,"Female","50-59","married","Manhattan",3,1,2
1462,2,1,1,2,3,4,"Male","40-49","married","Manhattan",2,1,3
1463,1,1,1,6,7,1,"Female","30-39","never married","Queens",3,2,1
1464,5,2,4,6,5,4,"Female","30-39","separated","Manhattan",2,3,1
1465,2,1,1,3,3,2,"Female","50-59","divorced","New Jersey",3,2,1
1466,1,1,1,7,5,3,"Female","30-39","married","Manhattan",2,3,1
1467,5,1,5,4,1,2,"Male","18-29","widowed","Manhattan",1,3,2
1468,3,2,2,2,2,5,"Male","40-49","never married","New Jersey",2,1,3
1469,2,2,2,6,1,7,"Female","40-49","never married","Manhattan",1,2,3
1470,7,6,7,4,3,4,"Female","30-39","never married","Brooklyn",1,2,3
1471,3,2,2,2,4,7,"Male","30-39","married","Brooklyn",2,1,3
1472,4,1,2,1,1,4,"Male","30-39","divorced","Brooklyn",2,1,3
1473,5,3,5,4,4,5,"Female","50-59","never married","Queens",2,1,3
1474,5,1,1,3,6,4,"Female","40-49","never married","Queens",3,1,2
1475,2,1,1,3,1,2,"Male","30-39","married","Manhattan",1,3,2
1476,7,3,5,6,5,2,"Male","50-59","married","Manhattan",2,3,1
1477,3,1,2,6,3,4,"Female","50-59","separated","Manhattan",1,3,2
1478,3,1,1,1,4,1,"Female","40-49","never married","Manhattan",3,1,2
1479,5,3,4,6,4,4,"Female","50-59","never married","Manhattan",1,3,2
1480,3,1,1,1,3,5,"Female","30-39","divorced","Queens",2,1,3
1481,1,1,1,7,1,2,"Male","50-59","married","Manhattan",1,3,2
1482,4,1,1,1,5,5,"Female","40-49","never married","Manhattan",2,1,3
1483,4,1,2,2,6,2,"Female","30-39","never married","Manhattan",3,1,2
1484,4,1,2,2,1,2,"Female","30-39","married","Queens",1,2,3
1485,6,1,4,6,6,1,"Female","50-59","divorced","Brooklyn",3,2,1
1486,6,1,2,1,2,1,"Female","30-39","married","Manhattan",3,1,2
1487,7,1,1,3,3,3,"Female","40-49","never married","Queens",2,1,3
1488,7,3,4,2,3,1,"Female","50-59","never married","Queens",3,2,1
1489,7,5,6,7,4,7,"Female","18-29","separated","Manhattan",1,2,3
1490,5,1,2,1,2,5,"Female","50-59","never married","New Jersey",2,1,3
1491,7,1,2,3,4,2,"Male","30-39","never married","Brooklyn",3,2,1
1492,6,2,4,2,7,6,"Female","30-39","married","New Jersey",3,1,2
1493,1,1,1,1,5,4,"Female","50-59","married","Brooklyn",3,1,2
1494,2,1,1,3,5,2,"Female","30-39","never married","Manhattan",3,2,1
1495,6,5,6,7,4,6,"Female","40-49","never married","Queens",1,3,2
1496,7,2,2,1,5,5,"Female","18-29","separated","Brooklyn",2,1,3
1497,3,3,3,7,4,4,"Male","40-49","married","Manhattan",1,3,2
1498,5,1,1,3,5,1,"Male","40-49","married","Brooklyn",3,2,1
1499,1,1,1,3,3,5,"Male","40-49","never married","New Jersey",2,1,3
1500,4,1,1,3,2,3,"Male","40-49","never married","Manhattan",1,2,3
1501,4,1,3,2,5,5,"Male","18-29","never married","Manhattan",2,1,3
1502,5,1,2,1,4,7,"Female","40-49","married","New Jersey",2,1,3
1503,7,1,2,1,7,7,"Male","40-49","married","New Jersey",2,1,3
1504,5,3,4,6,5,2,"Male","60 or over","married","Manhattan",2,3,1
1505,4,2,3,5,3,4,"Female","30-39","never married","New Jersey",1,3,2
1506,1,1,1,2,4,2,"Male","18-29","married","Manhattan",3,1,2
1507,6,1,1,3,1,4,"Female","30-39","married","Queens",1,2,3
1508,6,2,5,5,2,4,"Female","18-29","married","Manhattan",1,3,2
1509,2,1,2,2,4,5,"Female","30-39","married","Brooklyn",2,1,3
1510,3,1,1,3,4,5,"Male","60 or over","never married","New Jersey",2,1,3
