"trip_id","trip_duration","trip_distance","passenger_count","fare_amount","tolls_amount","tip","tip_amount","period_of_day","pickup_date","period_of_month","pickup_day","pickup_hour","pickup_min","pickup_sec","pickup_time","dropoff_time"
1942170,31.6,5.77,1,24,0,"Tip",6.95,"evening",23,"end","Sat",19,47,6,2022-04-23 19:47:06,2022-04-23 20:18:44
423574,12.3,2.8,1,11.5,0,"Tip",1,"night",6,"beginning","Wed",2,43,10,2022-04-06 02:43:10,2022-04-06 02:55:29
1493548,24,10.8,0,32,6.55,"Tip",6.54,"evening",18,"middle","Mon",17,5,44,2022-04-18 17:05:44,2022-04-18 17:29:47
1981908,31.2,12.4,1,36.5,0,"Tip",7.71,"morning",24,"end","Sun",11,39,3,2022-04-24 11:39:03,2022-04-24 12:10:14
257965,15.7,8.75,1,25.5,0,"Tip",5,"night",4,"beginning","Mon",1,52,42,2022-04-04 01:52:42,2022-04-04 02:08:25
1152614,8.8,1.6,3,8,0,"Tip",2.26,"morning",14,"middle","Thu",11,27,6,2022-04-14 11:27:06,2022-04-14 11:35:51
99261,5.5,1,1,5.5,0,"Tip",2.3,"night",1,"beginning","Fri",22,29,35,2022-04-01 22:29:35,2022-04-01 22:35:06
173774,15.4,2.34,2,11.5,0,"Tip",3.06,"evening",2,"beginning","Sat",18,45,10,2022-04-02 18:45:10,2022-04-02 19:00:35
2280062,9.9,1.19,1,8,0,"Tip",2.82,"night",28,"end","Thu",4,53,12,2022-04-28 04:53:12,2022-04-28 05:03:09
2393833,28.4,2.4,0,17.5,0,"Tip",4.15,"morning",29,"end","Fri",9,57,17,2022-04-29 09:57:17,2022-04-29 10:25:44
1002491,21.1,3.03,6,15,0,"Tip",1,"afternoon",12,"middle","Tue",15,42,21,2022-04-12 15:42:21,2022-04-12 16:03:25
1432107,15.6,4.43,1,15.5,0,"Tip",1,"night",18,"middle","Mon",1,15,1,2022-04-18 01:15:01,2022-04-18 01:30:36
1847503,17.2,4.45,2,15.5,0,"Tip",3.86,"evening",22,"end","Fri",18,19,45,2022-04-22 18:19:45,2022-04-22 18:36:59
2345113,7.5,1.65,1,7.5,0,"Tip",1.13,"evening",28,"end","Thu",16,50,33,2022-04-28 16:50:33,2022-04-28 16:58:03
177275,16.6,2.67,2,13,0,"Tip",3,"evening",2,"beginning","Sat",18,3,35,2022-04-02 18:03:35,2022-04-02 18:20:13
203457,4.9,0.9,1,5.5,0,"Tip",1,"morning",3,"beginning","Sun",6,5,8,2022-04-03 06:05:08,2022-04-03 06:10:00
543044,11,0.6,1,8,0,"Tip",2.26,"morning",7,"beginning","Thu",9,38,30,2022-04-07 09:38:30,2022-04-07 09:49:30
2214236,43.3,5.13,1,27,0,"Tip",4.54,"morning",27,"end","Wed",10,46,26,2022-04-27 10:46:26,2022-04-27 11:29:45
2458902,15.6,4.8,1,16,0,"Tip",3.96,"evening",29,"end","Fri",21,38,14,2022-04-29 21:38:14,2022-04-29 21:53:49
116830,3.2,1.19,1,5.5,0,"Tip",1,"morning",2,"beginning","Sat",7,16,35,2022-04-02 07:16:35,2022-04-02 07:19:50
1274150,7.3,1.26,1,7,0,"Tip",3,"evening",15,"middle","Fri",17,58,56,2022-04-15 17:58:56,2022-04-15 18:06:15
411647,20.7,3.78,1,16.5,0,"Tip",4.06,"evening",5,"beginning","Tue",17,57,53,2022-04-05 17:57:53,2022-04-05 18:18:33
515665,6.6,1.37,1,7,0,"Tip",1.03,"night",7,"beginning","Thu",2,38,59,2022-04-07 02:38:59,2022-04-07 02:45:35
1270785,8.3,1.28,1,7.5,0,"Tip",2.26,"evening",15,"middle","Fri",16,13,48,2022-04-15 16:13:48,2022-04-15 16:22:05
688263,15.8,1.8,1,11.5,0,"Tip",3.06,"evening",8,"beginning","Fri",18,44,33,2022-04-08 18:44:33,2022-04-08 19:00:21
1377403,12.8,3.37,1,12.5,0,"Tip",3.16,"night",17,"middle","Sun",5,37,55,2022-04-17 05:37:55,2022-04-17 05:50:44
595854,15.3,2.96,1,13,0,"Tip",3.36,"evening",7,"beginning","Thu",18,48,1,2022-04-07 18:48:01,2022-04-07 19:03:17
1956760,46.1,22.7,1,66.5,0,"Tip",5,"night",24,"end","Sun",3,18,22,2022-04-24 03:18:22,2022-04-24 04:04:27
376008,12.6,2.88,1,10.5,0,"Tip",2.76,"morning",5,"beginning","Tue",11,57,45,2022-04-05 11:57:45,2022-04-05 12:10:22
1118926,17.5,3,1,14.5,0,"Tip",3.05,"night",14,"middle","Thu",4,23,52,2022-04-14 04:23:52,2022-04-14 04:41:20
2152729,6.8,0.64,2,6,0,"Tip",2.06,"afternoon",26,"end","Tue",14,56,56,2022-04-26 14:56:56,2022-04-26 15:03:44
1252544,19.3,8.5,1,25.5,0,"Tip",2.5,"afternoon",15,"middle","Fri",13,37,10,2022-04-15 13:37:10,2022-04-15 13:56:27
2055052,16.7,1.8,1,11.5,0,"Tip",3.15,"afternoon",25,"end","Mon",12,44,30,2022-04-25 12:44:30,2022-04-25 13:01:11
182108,11.3,3.43,1,12,0,"Tip",3.16,"evening",2,"beginning","Sat",19,44,32,2022-04-02 19:44:32,2022-04-02 19:55:51
2390660,7.5,0.5,1,5.5,0,"Tip",2,"morning",29,"end","Fri",8,44,23,2022-04-29 08:44:23,2022-04-29 08:51:53
469734,9.4,0.72,2,7,0,"Tip",2.82,"morning",6,"beginning","Wed",11,48,51,2022-04-06 11:48:51,2022-04-06 11:58:18
1071436,5,0.58,1,5,0,"Tip",1.86,"afternoon",13,"middle","Wed",12,51,55,2022-04-13 12:51:55,2022-04-13 12:56:52
134603,11.7,1.38,1,9.5,0,"Tip",3.2,"morning",2,"beginning","Sat",11,15,36,2022-04-02 11:15:36,2022-04-02 11:27:17
122911,5.9,1.17,1,6,0,"Tip",2.79,"morning",2,"beginning","Sat",8,40,42,2022-04-02 08:40:42,2022-04-02 08:46:37
856652,12.3,1.9,1,9,0,"Tip",2.55,"evening",10,"middle","Sun",17,36,19,2022-04-10 17:36:19,2022-04-10 17:48:35
1978346,9.2,1.44,1,8,0,"Tip",2.26,"morning",24,"end","Sun",10,47,50,2022-04-24 10:47:50,2022-04-24 10:57:03
1768986,9.5,1.94,1,9.5,0,"Tip",2.7,"night",22,"end","Fri",0,1,44,2022-04-22 00:01:44,2022-04-22 00:11:16
808918,7.7,1.4,2,7.5,0,"Tip",0.75,"morning",10,"middle","Sun",6,14,42,2022-04-10 06:14:42,2022-04-10 06:22:26
2349920,16.7,2.3,1,12,0,"Tip",3.5,"evening",28,"end","Thu",17,0,14,2022-04-28 17:00:14,2022-04-28 17:16:58
520806,8.2,1.02,2,7,0,"Tip",2.58,"night",7,"beginning","Thu",4,30,25,2022-04-07 04:30:25,2022-04-07 04:38:38
633222,5.7,1.07,2,6,0,"Tip",1.86,"morning",8,"beginning","Fri",8,54,33,2022-04-08 08:54:33,2022-04-08 09:00:15
547753,43.8,9.5,1,36.5,6.55,"Tip",11.85,"morning",7,"beginning","Thu",9,35,40,2022-04-07 09:35:40,2022-04-07 10:19:30
2455453,19.1,4.41,1,17.5,0,"Tip",4.26,"evening",29,"end","Fri",20,32,11,2022-04-29 20:32:11,2022-04-29 20:51:17
2516534,12.3,2.1,5,10.5,0,"Tip",2.76,"afternoon",30,"end","Sat",14,41,41,2022-04-30 14:41:41,2022-04-30 14:54:01
1770217,8.6,1.93,1,8.5,0,"Tip",2.36,"night",22,"end","Fri",2,48,3,2022-04-22 02:48:03,2022-04-22 02:56:37
2468816,6.3,1.2,3,6.5,0,"Tip",1.95,"night",30,"end","Sat",5,34,49,2022-04-30 05:34:49,2022-04-30 05:41:06
1310142,19.3,3.46,2,14.5,0,"Tip",3,"morning",16,"middle","Sat",8,2,32,2022-04-16 08:02:32,2022-04-16 08:21:52
1666189,9.5,1.88,1,8.5,0,"Tip",2.46,"evening",20,"end","Wed",18,7,14,2022-04-20 18:07:14,2022-04-20 18:16:46
860234,20.4,4.4,1,17,0,"Tip",4.15,"evening",10,"middle","Sun",18,18,35,2022-04-10 18:18:35,2022-04-10 18:39:02
1483273,10.6,1.77,1,9,0,"Tip",2,"afternoon",18,"middle","Mon",14,25,38,2022-04-18 14:25:38,2022-04-18 14:36:12
2066156,20.5,11.06,1,31.5,6.55,"Tip",8.47,"afternoon",25,"end","Mon",14,50,7,2022-04-25 14:50:07,2022-04-25 15:10:37
1925268,2.7,0.8,0,4.5,0,"Tip",2.05,"evening",23,"end","Sat",16,29,14,2022-04-23 16:29:14,2022-04-23 16:31:54
2166441,8.3,1.02,5,7,0,"Tip",2.16,"evening",26,"end","Tue",17,23,15,2022-04-26 17:23:15,2022-04-26 17:31:32
1714909,5.6,1.4,0,7,0,"No Tip",0,"morning",21,"end","Thu",11,48,18,2022-04-21 11:48:18,2022-04-21 11:53:53
1492539,25.4,7.29,1,25.5,0,"Tip",7.33,"evening",18,"middle","Mon",17,44,24,2022-04-18 17:44:24,2022-04-18 18:09:47
303379,15.9,2.34,1,12.5,0,"Tip",3.36,"afternoon",4,"beginning","Mon",13,26,18,2022-04-04 13:26:18,2022-04-04 13:42:10
750760,22.4,2.3,1,15,0,"Tip",3.66,"afternoon",9,"beginning","Sat",13,9,55,2022-04-09 13:09:55,2022-04-09 13:32:19
2020866,5.7,0.97,1,6,0,"Tip",2.25,"night",25,"end","Mon",3,18,25,2022-04-25 03:18:25,2022-04-25 03:24:07
2173323,22,4.48,2,18,0,"Tip",6.54,"evening",26,"end","Tue",19,47,32,2022-04-26 19:47:32,2022-04-26 20:09:29
188809,3.8,0.87,2,4.5,0,"Tip",1.66,"evening",2,"beginning","Sat",21,58,10,2022-04-02 21:58:10,2022-04-02 22:02:00
74601,12.8,1.77,1,9.5,0,"Tip",2.66,"evening",1,"beginning","Fri",16,52,44,2022-04-01 16:52:44,2022-04-01 17:05:30
2487674,55.4,12.89,2,46.5,6.55,"Tip",14.09,"morning",30,"end","Sat",9,19,32,2022-04-30 09:19:32,2022-04-30 10:14:58
137683,16.1,2.42,2,12,0,"Tip",3.82,"morning",2,"beginning","Sat",11,48,22,2022-04-02 11:48:22,2022-04-02 12:04:26
568499,7.3,0.4,1,6,0,"Tip",2.05,"afternoon",7,"beginning","Thu",13,11,8,2022-04-07 13:11:08,2022-04-07 13:18:29
2288271,3.7,0.7,1,4.5,0,"Tip",1.55,"morning",28,"end","Thu",6,14,39,2022-04-28 06:14:39,2022-04-28 06:18:20
684718,18.3,3.35,4,14.5,0,"Tip",3.66,"evening",8,"beginning","Fri",17,11,14,2022-04-08 17:11:14,2022-04-08 17:29:32
1326318,8.2,2.9,2,10,0,"Tip",2,"morning",16,"middle","Sat",11,11,21,2022-04-16 11:11:21,2022-04-16 11:19:33
1535468,4.4,0.74,1,5,0,"Tip",1,"morning",19,"middle","Tue",10,21,8,2022-04-19 10:21:08,2022-04-19 10:25:35
1160422,54.6,10.64,1,39.5,6.55,"Tip",15.1,"afternoon",14,"middle","Thu",12,29,5,2022-04-14 12:29:05,2022-04-14 13:23:41
1844532,14.1,3.38,1,13,0,"Tip",3.36,"evening",22,"end","Fri",18,10,20,2022-04-22 18:10:20,2022-04-22 18:24:26
1154625,30,4.25,1,21,0,"Tip",5,"morning",14,"middle","Thu",11,12,59,2022-04-14 11:12:59,2022-04-14 11:43:01
164497,12.8,2.79,1,12,0,"Tip",3.16,"evening",2,"beginning","Sat",16,3,20,2022-04-02 16:03:20,2022-04-02 16:16:07
534766,8.7,1.1,1,7.5,0,"Tip",2.15,"morning",7,"beginning","Thu",7,58,19,2022-04-07 07:58:19,2022-04-07 08:06:59
1886762,7.9,1,1,7,0,"Tip",3.05,"morning",23,"end","Sat",8,44,32,2022-04-23 08:44:32,2022-04-23 08:52:24
856884,3,0.89,1,5,0,"Tip",1.89,"evening",10,"middle","Sun",17,32,40,2022-04-10 17:32:40,2022-04-10 17:35:43
2142534,22.4,2.5,1,14.5,0,"Tip",4.7,"afternoon",26,"end","Tue",13,55,6,2022-04-26 13:55:06,2022-04-26 14:17:29
2007568,14.4,2.34,3,11.5,0,"Tip",3.06,"evening",24,"end","Sun",16,47,53,2022-04-24 16:47:53,2022-04-24 17:02:19
2289540,8.2,1.4,1,6.5,0,"Tip",2,"morning",28,"end","Thu",6,19,54,2022-04-28 06:19:54,2022-04-28 06:28:05
2446216,24.1,8.4,1,27,0,"Tip",3,"evening",29,"end","Fri",18,17,37,2022-04-29 18:17:37,2022-04-29 18:41:41
793530,10.1,1.8,1,9,0,"Tip",2.55,"evening",9,"beginning","Sat",21,48,31,2022-04-09 21:48:31,2022-04-09 21:58:37
1839710,12.6,3.2,0,12,0,"Tip",3,"evening",22,"end","Fri",17,49,19,2022-04-22 17:49:19,2022-04-22 18:01:56
443504,12.9,1.58,1,9.5,0,"Tip",2.56,"morning",6,"beginning","Wed",7,36,28,2022-04-06 07:36:28,2022-04-06 07:49:24
2519459,21,4.02,1,16.5,0,"Tip",3.46,"afternoon",30,"end","Sat",15,56,12,2022-04-30 15:56:12,2022-04-30 16:17:12
1988997,17.3,3.42,1,14.5,0,"Tip",3.56,"afternoon",24,"end","Sun",12,34,38,2022-04-24 12:34:38,2022-04-24 12:51:56
1298590,6.2,1.14,1,6.5,0,"Tip",1.96,"night",16,"middle","Sat",4,17,15,2022-04-16 04:17:15,2022-04-16 04:23:30
1419072,7.6,2.12,1,8.5,0,"Tip",3.54,"afternoon",17,"middle","Sun",15,21,25,2022-04-17 15:21:25,2022-04-17 15:29:00
2306790,14.1,1.51,1,10,0,"Tip",2.66,"morning",28,"end","Thu",10,9,44,2022-04-28 10:09:44,2022-04-28 10:23:47
2480626,7.8,1.07,1,7,0,"Tip",1.54,"morning",30,"end","Sat",8,27,50,2022-04-30 08:27:50,2022-04-30 08:35:37
1314196,10.4,1.23,1,8,0,"Tip",2.26,"morning",16,"middle","Sat",9,18,10,2022-04-16 09:18:10,2022-04-16 09:28:32
1798205,6.4,1.42,1,6.5,0,"Tip",1.96,"morning",22,"end","Fri",10,5,33,2022-04-22 10:05:33,2022-04-22 10:12:00
1632071,24.5,2.11,1,15.5,0,"Tip",2,"afternoon",20,"end","Wed",12,4,4,2022-04-20 12:04:04,2022-04-20 12:28:32
1898929,12.6,1.4,4,9.5,0,"Tip",2.55,"morning",23,"end","Sat",11,54,22,2022-04-23 11:54:22,2022-04-23 12:07:00
975997,52,9.02,3,39,0,"Tip",8.46,"morning",12,"middle","Tue",10,51,36,2022-04-12 10:51:36,2022-04-12 11:43:36
676224,6.4,0.6,1,6,0,"No Tip",0,"evening",8,"beginning","Fri",16,10,51,2022-04-08 16:10:51,2022-04-08 16:17:13
1436403,32.3,10.55,1,33,6.55,"Tip",8.72,"night",18,"middle","Mon",4,34,40,2022-04-18 04:34:40,2022-04-18 05:06:58
386041,27.6,4.6,1,20,0,"Tip",4.85,"afternoon",5,"beginning","Tue",13,49,0,2022-04-05 13:49:00,2022-04-05 14:16:33
754015,33.6,10.08,1,32,6.55,"Tip",10.46,"afternoon",9,"beginning","Sat",13,32,29,2022-04-09 13:32:29,2022-04-09 14:06:07
453667,10.6,1.04,6,8,0,"Tip",2.82,"morning",6,"beginning","Wed",9,24,46,2022-04-06 09:24:46,2022-04-06 09:35:19
2025209,4.4,0.4,1,4.5,0,"Tip",1.55,"night",25,"end","Mon",4,44,48,2022-04-25 04:44:48,2022-04-25 04:49:12
655129,10.3,1.3,3,8,0,"Tip",2.46,"afternoon",8,"beginning","Fri",13,55,44,2022-04-08 13:55:44,2022-04-08 14:06:04
1970710,44.2,10.39,3,38,6.55,"Tip",9.82,"morning",24,"end","Sun",8,31,2,2022-04-24 08:31:02,2022-04-24 09:15:15
1299491,7.1,2.11,1,8,0,"Tip",2.26,"night",16,"middle","Sat",4,8,53,2022-04-16 04:08:53,2022-04-16 04:15:59
1151727,14.9,2.06,1,11,0,"Tip",2.14,"morning",14,"middle","Thu",11,1,53,2022-04-14 11:01:53,2022-04-14 11:16:45
2153622,13,4.75,1,15.5,0,"Tip",3.96,"afternoon",26,"end","Tue",15,17,29,2022-04-26 15:17:29,2022-04-26 15:30:27
2499601,19.2,2.3,1,13.5,0,"Tip",3.35,"afternoon",30,"end","Sat",12,2,30,2022-04-30 12:02:30,2022-04-30 12:21:42
2073459,26.7,10.66,1,31.5,0,"Tip",7.16,"afternoon",25,"end","Mon",15,43,29,2022-04-25 15:43:29,2022-04-25 16:10:10
2185220,11.5,0.9,1,8.5,0,"Tip",2.35,"night",27,"end","Wed",4,52,25,2022-04-27 04:52:25,2022-04-27 05:03:55
1365035,26.2,7.78,2,25.5,0,"Tip",5.86,"evening",16,"middle","Sat",19,13,58,2022-04-16 19:13:58,2022-04-16 19:40:09
698064,18.6,4.87,1,17,0,"Tip",4.16,"evening",8,"beginning","Fri",20,35,46,2022-04-08 20:35:46,2022-04-08 20:54:19
1184891,12.7,2.5,1,11.5,0,"Tip",1.85,"evening",14,"middle","Thu",16,10,38,2022-04-14 16:10:38,2022-04-14 16:23:20
1259018,10.7,1.75,1,9,0,"Tip",3.99,"afternoon",15,"middle","Fri",14,8,10,2022-04-15 14:08:10,2022-04-15 14:18:50
1936241,13.9,3.58,1,13,0,"Tip",3.02,"evening",23,"end","Sat",18,31,20,2022-04-23 18:31:20,2022-04-23 18:45:15
2348623,8.2,1.4,1,7,0,"Tip",1,"evening",28,"end","Thu",17,50,25,2022-04-28 17:50:25,2022-04-28 17:58:36
841647,15.8,2.53,2,12.5,0,"Tip",3.16,"afternoon",10,"middle","Sun",13,19,1,2022-04-10 13:19:01,2022-04-10 13:34:49
1702730,8.7,1.51,1,8,0,"Tip",2.03,"morning",21,"end","Thu",10,2,2,2022-04-21 10:02:02,2022-04-21 10:10:41
232000,15.2,2.4,2,11.5,0,"Tip",2.95,"afternoon",3,"beginning","Sun",12,31,28,2022-04-03 12:31:28,2022-04-03 12:46:42
2166741,8.4,2.01,1,8.5,0,"Tip",1.23,"evening",26,"end","Tue",17,2,4,2022-04-26 17:02:04,2022-04-26 17:10:30
1146326,39.6,9.48,2,33.5,6.55,"Tip",8.67,"morning",14,"middle","Thu",10,35,26,2022-04-14 10:35:26,2022-04-14 11:15:04
1977234,11,1.71,2,9,0,"Tip",2.46,"morning",24,"end","Sun",9,16,59,2022-04-24 09:16:59,2022-04-24 09:28:01
1619865,19.5,6.82,2,21,0,"Tip",2.28,"morning",20,"end","Wed",10,22,48,2022-04-20 10:22:48,2022-04-20 10:42:17
960992,6.8,1,1,6.5,0,"Tip",2,"morning",12,"middle","Tue",7,14,11,2022-04-12 07:14:11,2022-04-12 07:21:01
624790,18.8,2.09,1,12.5,0,"Tip",1.58,"morning",8,"beginning","Fri",6,56,17,2022-04-08 06:56:17,2022-04-08 07:15:05
1730047,15.9,2.7,1,12,0,"Tip",3.26,"afternoon",21,"end","Thu",13,31,58,2022-04-21 13:31:58,2022-04-21 13:47:53
94067,13.6,3.55,1,13.5,0,"Tip",5,"evening",1,"beginning","Fri",20,43,35,2022-04-01 20:43:35,2022-04-01 20:57:09
1282550,8.7,0.62,1,6.5,0,"Tip",2.06,"evening",15,"middle","Fri",19,28,26,2022-04-15 19:28:26,2022-04-15 19:37:07
2050304,19,2.5,0,13.5,0,"Tip",1.75,"morning",25,"end","Mon",11,5,50,2022-04-25 11:05:50,2022-04-25 11:24:51
124729,7.8,0.92,1,6.5,0,"Tip",1.96,"morning",2,"beginning","Sat",9,23,25,2022-04-02 09:23:25,2022-04-02 09:31:11
2382181,8.9,1.06,1,7,0,"Tip",2.58,"morning",29,"end","Fri",6,57,1,2022-04-29 06:57:01,2022-04-29 07:05:58
1780219,10.1,1.2,1,8.5,0,"Tip",2.35,"night",22,"end","Fri",5,5,47,2022-04-22 05:05:47,2022-04-22 05:15:54
1262090,18.5,9.06,1,26,6.55,"Tip",5,"afternoon",15,"middle","Fri",15,31,44,2022-04-15 15:31:44,2022-04-15 15:50:13
1041304,2.2,0.21,1,3.5,0,"Tip",1.36,"morning",13,"middle","Wed",6,42,52,2022-04-13 06:42:52,2022-04-13 06:45:05
573470,7.6,0.64,1,6,0,"Tip",1.03,"afternoon",7,"beginning","Thu",14,10,12,2022-04-07 14:10:12,2022-04-07 14:17:49
2123656,10.3,1,1,8,0,"Tip",2.25,"morning",26,"end","Tue",10,14,15,2022-04-26 10:14:15,2022-04-26 10:24:33
551452,10.5,1,1,8,0,"Tip",3.35,"morning",7,"beginning","Thu",10,31,54,2022-04-07 10:31:54,2022-04-07 10:42:25
579049,6.5,1.1,0,6.5,0,"Tip",2,"afternoon",7,"beginning","Thu",15,40,45,2022-04-07 15:40:45,2022-04-07 15:47:15
2248494,13.5,2.59,1,12,0,"Tip",1.3,"afternoon",27,"end","Wed",15,14,25,2022-04-27 15:14:25,2022-04-27 15:27:57
1171501,13.8,1.68,2,10,0,"Tip",4.29,"afternoon",14,"middle","Thu",14,16,52,2022-04-14 14:16:52,2022-04-14 14:30:42
496445,7.8,1.9,0,8.5,0,"Tip",2.45,"evening",6,"beginning","Wed",16,57,41,2022-04-06 16:57:41,2022-04-06 17:05:27
2275827,8.6,1.21,1,7.5,0,"Tip",2.16,"night",28,"end","Thu",3,47,7,2022-04-28 03:47:07,2022-04-28 03:55:40
1541579,15.2,3.04,1,12.5,0,"Tip",3.16,"morning",19,"middle","Tue",11,37,7,2022-04-19 11:37:07,2022-04-19 11:52:22
12439,21.9,2.69,3,15,0,"Tip",4.58,"night",1,"beginning","Fri",5,58,13,2022-04-01 05:58:13,2022-04-01 06:20:05
252442,13.1,2.8,1,12,0,"Tip",3.16,"evening",3,"beginning","Sun",18,32,11,2022-04-03 18:32:11,2022-04-03 18:45:17
1924050,22.9,3.21,1,16.5,0,"Tip",5.08,"evening",23,"end","Sat",16,34,2,2022-04-23 16:34:02,2022-04-23 16:56:53
1776776,8.2,1.32,1,7.5,0,"Tip",2.16,"night",22,"end","Fri",5,47,59,2022-04-22 05:47:59,2022-04-22 05:56:09
320872,3.6,0.44,1,4.5,0,"Tip",1.66,"evening",4,"beginning","Mon",16,38,30,2022-04-04 16:38:30,2022-04-04 16:42:09
859172,13.8,8.11,1,23,6.55,"No Tip",0,"evening",10,"middle","Sun",17,21,47,2022-04-10 17:21:47,2022-04-10 17:35:38
1377126,3.6,0.66,2,4.5,0,"Tip",1.56,"night",17,"middle","Sun",5,25,36,2022-04-17 05:25:36,2022-04-17 05:29:14
2265995,20,4.01,1,16.5,0,"Tip",4.06,"evening",27,"end","Wed",19,3,0,2022-04-27 19:03:00,2022-04-27 19:23:02
2122397,14.6,2.23,1,11,0,"Tip",1.5,"morning",26,"end","Tue",9,7,1,2022-04-26 09:07:01,2022-04-26 09:21:34
203844,9.7,1.91,1,9,0,"Tip",2,"morning",3,"beginning","Sun",6,35,20,2022-04-03 06:35:20,2022-04-03 06:45:04
1290329,6.4,1,1,5.5,0,"No Tip",0,"evening",15,"middle","Fri",21,16,45,2022-04-15 21:16:45,2022-04-15 21:23:08
2153128,20,6.57,1,22.5,0,"Tip",4.86,"afternoon",26,"end","Tue",14,22,20,2022-04-26 14:22:20,2022-04-26 14:42:22
1640426,13.6,1.26,1,9.5,0,"Tip",2.76,"afternoon",20,"end","Wed",14,52,8,2022-04-20 14:52:08,2022-04-20 15:05:46
700299,11.4,4.78,1,15.5,0,"Tip",3.86,"evening",8,"beginning","Fri",21,13,55,2022-04-08 21:13:55,2022-04-08 21:25:21
1481313,11.4,1.7,1,9,0,"Tip",3.33,"afternoon",18,"middle","Mon",14,8,34,2022-04-18 14:08:34,2022-04-18 14:19:59
678144,25.6,4.73,1,20,0,"Tip",4.76,"evening",8,"beginning","Fri",16,31,29,2022-04-08 16:31:29,2022-04-08 16:57:06
1458707,11.7,1.24,1,9,0,"Tip",2.46,"morning",18,"middle","Mon",9,55,46,2022-04-18 09:55:46,2022-04-18 10:07:27
84584,15.3,1.8,4,10.5,0,"Tip",2.86,"evening",1,"beginning","Fri",18,12,34,2022-04-01 18:12:34,2022-04-01 18:27:54
260867,15.4,2.6,3,12,0,"Tip",3,"night",4,"beginning","Mon",3,57,15,2022-04-04 03:57:15,2022-04-04 04:12:38
2500389,11.5,1.79,1,9.5,0,"Tip",2.56,"afternoon",30,"end","Sat",12,33,9,2022-04-30 12:33:09,2022-04-30 12:44:41
1885980,36.4,2.87,1,23,0,"Tip",2,"morning",23,"end","Sat",8,36,49,2022-04-23 08:36:49,2022-04-23 09:13:12
917200,14.9,1.97,1,11,0,"Tip",3.06,"afternoon",11,"middle","Mon",14,17,48,2022-04-11 14:17:48,2022-04-11 14:32:42
760077,10.2,2.4,1,10.5,0,"Tip",2.75,"afternoon",9,"beginning","Sat",14,54,11,2022-04-09 14:54:11,2022-04-09 15:04:20
1558325,14.9,1.65,1,10.5,0,"Tip",3,"afternoon",19,"middle","Tue",14,49,12,2022-04-19 14:49:12,2022-04-19 15:04:09
2323826,15.8,1.89,1,11,0,"Tip",3.06,"afternoon",28,"end","Thu",13,15,39,2022-04-28 13:15:39,2022-04-28 13:31:25
146573,5,0.83,1,5.5,0,"Tip",1.76,"afternoon",2,"beginning","Sat",13,42,26,2022-04-02 13:42:26,2022-04-02 13:47:24
821684,4.4,1.49,1,6,0,"Tip",1,"morning",10,"middle","Sun",9,52,12,2022-04-10 09:52:12,2022-04-10 09:56:34
867538,4.3,1,1,5,0,"Tip",4,"night",11,"middle","Mon",3,55,9,2022-04-11 03:55:09,2022-04-11 03:59:26
572034,21.8,5.28,1,19,0,"Tip",4.66,"afternoon",7,"beginning","Thu",14,35,51,2022-04-07 14:35:51,2022-04-07 14:57:39
930162,5.4,1.22,1,6,0,"Tip",1.96,"evening",11,"middle","Mon",17,26,40,2022-04-11 17:26:40,2022-04-11 17:32:04
556406,44.6,5.72,1,28.5,0,"Tip",6.36,"morning",7,"beginning","Thu",11,0,10,2022-04-07 11:00:10,2022-04-07 11:44:44
25994,4.6,0.7,1,5,0,"Tip",1.65,"morning",1,"beginning","Fri",9,42,19,2022-04-01 09:42:19,2022-04-01 09:46:54
835522,6.3,0.9,1,6,0,"Tip",0.93,"afternoon",10,"middle","Sun",12,12,3,2022-04-10 12:12:03,2022-04-10 12:18:21
2083389,10.8,2.87,1,10.5,0,"Tip",3.7,"evening",25,"end","Mon",17,9,23,2022-04-25 17:09:23,2022-04-25 17:20:12
2234232,12.7,1.41,1,9.5,0,"Tip",3.45,"afternoon",27,"end","Wed",13,5,10,2022-04-27 13:05:10,2022-04-27 13:17:51
729332,5,1.23,1,6,0,"Tip",1.86,"morning",9,"beginning","Sat",9,28,55,2022-04-09 09:28:55,2022-04-09 09:33:53
2189296,8.2,0.92,1,7,0,"Tip",2.06,"night",27,"end","Wed",5,24,41,2022-04-27 05:24:41,2022-04-27 05:32:55
1038752,11.2,1.7,1,9,0,"Tip",2.2,"morning",13,"middle","Wed",6,4,28,2022-04-13 06:04:28,2022-04-13 06:15:43
1120509,11.2,2.97,1,11,0,"Tip",2.86,"night",14,"middle","Thu",4,29,50,2022-04-14 04:29:50,2022-04-14 04:41:02
2222225,8.7,1.26,1,7.5,0,"No Tip",0,"morning",27,"end","Wed",10,57,13,2022-04-27 10:57:13,2022-04-27 11:05:54
1260981,8,2.2,2,9,0,"Tip",2.45,"afternoon",15,"middle","Fri",14,2,24,2022-04-15 14:02:24,2022-04-15 14:10:24
925770,3.3,0.49,1,4,0,"Tip",0.78,"evening",11,"middle","Mon",16,50,26,2022-04-11 16:50:26,2022-04-11 16:53:42
1880982,10.2,1.8,1,9,0,"Tip",2.45,"morning",23,"end","Sat",7,56,53,2022-04-23 07:56:53,2022-04-23 08:07:02
761735,7.1,1.59,1,7,0,"Tip",2.06,"afternoon",9,"beginning","Sat",15,41,35,2022-04-09 15:41:35,2022-04-09 15:48:40
