"trip_id","tip","trip_duration","trip_distance","passenger_count","fare_amount","tolls_amount","period_of_day","pickup_date","period_of_month","pickup_day","pickup_hour","pickup_min","pickup_sec","pickup_time","dropoff_time"
1050808,0,15.1,4.02,1,15,0,"morning",13,"middle","Wed",8,9,3,2022-04-13 08:09:03,2022-04-13 08:24:09
2094491,1,27.2,4.87,1,21.5,0,"night",26,"end","Tue",3,54,0,2022-04-26 03:54:00,2022-04-26 04:21:14
984380,0,82.6,7.8,0,49,0,"afternoon",12,"middle","Tue",12,16,15,2022-04-12 12:16:15,2022-04-12 13:38:48
2491277,1,28.7,4.32,1,21,0,"morning",30,"end","Sat",10,50,0,2022-04-30 10:50:00,2022-04-30 11:18:41
33019,0,30.6,4.4,1,20.5,0,"morning",1,"beginning","Fri",10,51,15,2022-04-01 10:51:15,2022-04-01 11:21:50
1437259,0,9.7,1.2,1,7.5,0,"night",18,"middle","Mon",4,31,7,2022-04-18 04:31:07,2022-04-18 04:40:49
1216009,0,13.5,1.7,1,10,0,"night",15,"middle","Fri",5,29,28,2022-04-15 05:29:28,2022-04-15 05:43:00
1542439,0,7.1,0.88,2,6,0,"morning",19,"middle","Tue",11,39,30,2022-04-19 11:39:30,2022-04-19 11:46:37
40582,1,31.6,6.96,1,25.5,0,"morning",1,"beginning","Fri",11,56,46,2022-04-01 11:56:46,2022-04-01 12:28:23
1612554,1,20.1,5,1,18.5,0,"morning",20,"end","Wed",8,59,5,2022-04-20 08:59:05,2022-04-20 09:19:10
418758,1,20.5,5.7,1,19,0,"evening",5,"beginning","Tue",19,31,54,2022-04-05 19:31:54,2022-04-05 19:52:25
832547,1,26.6,10.9,2,32.5,6.55,"morning",10,"middle","Sun",11,2,52,2022-04-10 11:02:52,2022-04-10 11:29:29
458689,1,61.2,7.98,3,38.5,0,"morning",6,"beginning","Wed",10,38,39,2022-04-06 10:38:39,2022-04-06 11:39:49
2008325,0,12.7,1.97,1,10,0,"evening",24,"end","Sun",17,17,15,2022-04-24 17:17:15,2022-04-24 17:29:55
1379091,0,12.2,3.69,1,14,0,"night",17,"middle","Sun",5,45,48,2022-04-17 05:45:48,2022-04-17 05:57:59
2261525,1,24.5,12.21,1,35,0,"evening",27,"end","Wed",18,39,4,2022-04-27 18:39:04,2022-04-27 19:03:32
663660,0,37.2,5.2,2,24.5,0,"afternoon",8,"beginning","Fri",14,1,18,2022-04-08 14:01:18,2022-04-08 14:38:33
1529750,0,27,6.6,4,23.5,0,"morning",19,"middle","Tue",9,13,55,2022-04-19 09:13:55,2022-04-19 09:40:58
186250,1,21.6,12.71,2,35.5,0,"evening",2,"beginning","Sat",20,30,58,2022-04-02 20:30:58,2022-04-02 20:52:32
2417353,1,15.6,2.45,2,12,0,"afternoon",29,"end","Fri",13,20,54,2022-04-29 13:20:54,2022-04-29 13:36:30
707999,1,26.6,5.9,1,22,0,"night",9,"beginning","Sat",1,44,54,2022-04-09 01:44:54,2022-04-09 02:11:29
1787474,1,23.5,9.35,1,29,6.55,"morning",22,"end","Fri",7,41,43,2022-04-22 07:41:43,2022-04-22 08:05:11
747849,0,17.9,3.27,1,14.5,0,"afternoon",9,"beginning","Sat",12,21,10,2022-04-09 12:21:10,2022-04-09 12:39:03
1425836,0,19.2,6.08,2,20,0,"evening",17,"middle","Sun",17,14,32,2022-04-17 17:14:32,2022-04-17 17:33:42
2276919,1,15.3,3.3,1,13,0,"night",28,"end","Thu",3,31,25,2022-04-28 03:31:25,2022-04-28 03:46:46
846322,0,9.2,1.4,2,8,0,"afternoon",10,"middle","Sun",14,6,31,2022-04-10 14:06:31,2022-04-10 14:15:40
2434362,0,12.9,2.9,1,11.5,0,"evening",29,"end","Fri",16,19,39,2022-04-29 16:19:39,2022-04-29 16:32:33
2532739,0,9,2.3,2,9,0,"evening",30,"end","Sat",18,8,54,2022-04-30 18:08:54,2022-04-30 18:17:54
976524,0,23.4,3.9,2,18,0,"morning",12,"middle","Tue",10,29,22,2022-04-12 10:29:22,2022-04-12 10:52:47
1673,1,18.6,6.31,2,21.5,0,"night",1,"beginning","Fri",2,27,18,2022-04-01 02:27:18,2022-04-01 02:45:52
784083,1,13,2.4,2,11,0,"evening",9,"beginning","Sat",19,28,3,2022-04-09 19:28:03,2022-04-09 19:41:01
2419534,0,15.3,3,2,13,0,"afternoon",29,"end","Fri",14,3,53,2022-04-29 14:03:53,2022-04-29 14:19:14
1689,0,5.3,0.8,1,5.5,0,"night",1,"beginning","Fri",2,54,56,2022-04-01 02:54:56,2022-04-01 03:00:17
1011951,1,21.4,5.38,3,20,0,"evening",12,"middle","Tue",17,46,21,2022-04-12 17:46:21,2022-04-12 18:07:48
1635478,1,33.4,8.73,1,29.5,6.55,"afternoon",20,"end","Wed",13,22,0,2022-04-20 13:22:00,2022-04-20 13:55:25
1866514,0,23.4,11.4,1,33,0,"night",23,"end","Sat",0,9,25,2022-04-23 00:09:25,2022-04-23 00:32:48
458412,0,11.1,1,1,8,0,"morning",6,"beginning","Wed",10,13,25,2022-04-06 10:13:25,2022-04-06 10:24:32
1543078,0,43.6,8.2,3,32.5,0,"morning",19,"middle","Tue",11,29,43,2022-04-19 11:29:43,2022-04-19 12:13:18
523549,0,33.2,22.9,1,60.5,6.55,"night",7,"beginning","Thu",5,52,9,2022-04-07 05:52:09,2022-04-07 06:25:19
1858392,1,6,2.29,1,8,0,"evening",22,"end","Fri",20,35,41,2022-04-22 20:35:41,2022-04-22 20:41:43
2516244,1,21.9,3.9,1,17.5,0,"afternoon",30,"end","Sat",14,11,54,2022-04-30 14:11:54,2022-04-30 14:33:45
1297567,0,9.4,3,1,11,0,"night",16,"middle","Sat",2,4,58,2022-04-16 02:04:58,2022-04-16 02:14:21
899861,0,8.4,1.79,1,8,0,"morning",11,"middle","Mon",11,38,5,2022-04-11 11:38:05,2022-04-11 11:46:29
79740,1,20.8,5.6,1,20,0,"evening",1,"beginning","Fri",17,25,23,2022-04-01 17:25:23,2022-04-01 17:46:13
1221107,1,17.3,8.24,1,24,6.55,"morning",15,"middle","Fri",7,24,38,2022-04-15 07:24:38,2022-04-15 07:41:58
2524933,0,15.2,2.29,3,11.5,0,"evening",30,"end","Sat",16,13,42,2022-04-30 16:13:42,2022-04-30 16:28:52
1761997,1,15,5.65,2,18.5,0,"evening",21,"end","Thu",19,18,36,2022-04-21 19:18:36,2022-04-21 19:33:38
1794406,1,40.1,11.06,1,36.5,6.55,"morning",22,"end","Fri",9,24,50,2022-04-22 09:24:50,2022-04-22 10:04:54
1599536,1,18.4,8.35,1,25,6.55,"night",20,"end","Wed",5,54,55,2022-04-20 05:54:55,2022-04-20 06:13:21
2359721,1,31,12.25,2,37,0,"evening",28,"end","Thu",19,23,28,2022-04-28 19:23:28,2022-04-28 19:54:28
269778,0,32.9,12.73,2,40.5,0,"night",4,"beginning","Mon",5,40,20,2022-04-04 05:40:20,2022-04-04 06:13:14
2519340,1,35.6,14.98,1,44,0,"afternoon",30,"end","Sat",15,34,36,2022-04-30 15:34:36,2022-04-30 16:10:12
1349587,0,11.2,1,4,8.5,0,"evening",16,"middle","Sat",16,1,8,2022-04-16 16:01:08,2022-04-16 16:12:22
680543,1,26.6,3.76,6,19,0,"evening",8,"beginning","Fri",17,56,25,2022-04-08 17:56:25,2022-04-08 18:22:59
798453,1,23,9.9,2,29.5,13.1,"night",9,"beginning","Sat",23,50,54,2022-04-09 23:50:54,2022-04-10 00:13:55
1619338,1,20.4,1.73,2,13.5,0,"morning",20,"end","Wed",10,24,2,2022-04-20 10:24:02,2022-04-20 10:44:26
868164,0,20.2,2.07,1,13.5,0,"night",11,"middle","Mon",3,53,42,2022-04-11 03:53:42,2022-04-11 04:13:56
918117,1,11.6,2.68,2,10.5,0,"afternoon",11,"middle","Mon",14,41,31,2022-04-11 14:41:31,2022-04-11 14:53:05
831672,0,17.6,2.89,2,13.5,0,"morning",10,"middle","Sun",11,22,28,2022-04-10 11:22:28,2022-04-10 11:40:01
81378,1,15.9,4.5,1,16.5,0,"evening",1,"beginning","Fri",18,5,54,2022-04-01 18:05:54,2022-04-01 18:21:51
1336709,0,7.4,1.4,1,7.5,0,"afternoon",16,"middle","Sat",13,8,0,2022-04-16 13:08:00,2022-04-16 13:15:27
1849943,1,24.1,4.94,3,19.5,0,"evening",22,"end","Fri",19,5,15,2022-04-22 19:05:15,2022-04-22 19:29:19
373005,1,34.1,6.7,1,25.5,0,"morning",5,"beginning","Tue",11,59,24,2022-04-05 11:59:24,2022-04-05 12:33:28
180994,0,11.8,2.34,2,10,0,"evening",2,"beginning","Sat",19,11,35,2022-04-02 19:11:35,2022-04-02 19:23:22
204651,0,2.5,0.27,2,3.5,0,"morning",3,"beginning","Sun",7,11,19,2022-04-03 07:11:19,2022-04-03 07:13:50
1387869,1,21.9,5.4,1,20.5,0,"morning",17,"middle","Sun",8,28,52,2022-04-17 08:28:52,2022-04-17 08:50:48
741790,0,17.9,1.77,3,12.5,0,"morning",9,"beginning","Sat",11,44,35,2022-04-09 11:44:35,2022-04-09 12:02:29
2204623,0,4.7,0.6,1,5,0,"morning",27,"end","Wed",8,36,40,2022-04-27 08:36:40,2022-04-27 08:41:19
1971036,1,21.9,3.9,1,17,0,"morning",24,"end","Sun",8,35,20,2022-04-24 08:35:20,2022-04-24 08:57:16
1032320,0,25.7,5.45,1,21.5,0,"night",13,"middle","Wed",4,55,24,2022-04-13 04:55:24,2022-04-13 05:21:08
2408705,0,7.3,0.9,1,6.5,0,"afternoon",29,"end","Fri",12,44,3,2022-04-29 12:44:03,2022-04-29 12:51:21
995324,0,27,2.9,1,17.5,0,"afternoon",12,"middle","Tue",14,48,50,2022-04-12 14:48:50,2022-04-12 15:15:53
1074018,0,8.2,0.71,3,6.5,0,"afternoon",13,"middle","Wed",13,35,40,2022-04-13 13:35:40,2022-04-13 13:43:53
964259,0,25,3,1,16.5,0,"morning",12,"middle","Tue",8,32,26,2022-04-12 08:32:26,2022-04-12 08:57:23
575178,0,17.1,3.61,1,14,0,"afternoon",7,"beginning","Thu",14,1,36,2022-04-07 14:01:36,2022-04-07 14:18:45
459189,0,47.7,6.4,1,30.5,0,"morning",6,"beginning","Wed",10,57,17,2022-04-06 10:57:17,2022-04-06 11:45:01
1729824,0,33.7,5.35,1,24.5,0,"afternoon",21,"end","Thu",14,19,56,2022-04-21 14:19:56,2022-04-21 14:53:36
2396450,1,21.2,6.6,1,22,0,"morning",29,"end","Fri",10,7,24,2022-04-29 10:07:24,2022-04-29 10:28:35
1782282,0,41,13.69,4,41.5,6.55,"morning",22,"end","Fri",6,7,6,2022-04-22 06:07:06,2022-04-22 06:48:03
1684575,0,6.7,1.07,6,6,0,"night",21,"end","Thu",5,50,22,2022-04-21 05:50:22,2022-04-21 05:57:04
2009396,0,11.8,2.37,1,11,0,"evening",24,"end","Sun",17,41,53,2022-04-24 17:41:53,2022-04-24 17:53:41
1582679,1,24,10.35,1,31.5,0,"evening",19,"middle","Tue",19,46,27,2022-04-19 19:46:27,2022-04-19 20:10:26
992622,1,29.4,4.37,4,20,0,"afternoon",12,"middle","Tue",13,0,2,2022-04-12 13:00:02,2022-04-12 13:29:28
1833953,1,17,3.17,1,15,0,"evening",22,"end","Fri",16,40,35,2022-04-22 16:40:35,2022-04-22 16:57:35
1921217,1,18.5,2.72,1,13.5,0,"afternoon",23,"end","Sat",15,31,35,2022-04-23 15:31:35,2022-04-23 15:50:04
1356656,0,18.9,3.4,2,15,0,"evening",16,"middle","Sat",17,12,31,2022-04-16 17:12:31,2022-04-16 17:31:23
24958,1,30.4,5.28,1,22,0,"morning",1,"beginning","Fri",8,21,36,2022-04-01 08:21:36,2022-04-01 08:51:57
314514,0,1.1,0.1,1,3,0,"afternoon",4,"beginning","Mon",15,30,56,2022-04-04 15:30:56,2022-04-04 15:32:05
2000399,1,11.4,4.35,1,14.5,0,"afternoon",24,"end","Sun",15,48,29,2022-04-24 15:48:29,2022-04-24 15:59:55
1313483,0,8,0.96,1,7,0,"morning",16,"middle","Sat",8,39,43,2022-04-16 08:39:43,2022-04-16 08:47:44
187951,0,10.3,2,2,9.5,0,"evening",2,"beginning","Sat",21,43,22,2022-04-02 21:43:22,2022-04-02 21:53:40
1037363,1,6.5,0.41,1,5.5,0,"night",13,"middle","Wed",5,33,37,2022-04-13 05:33:37,2022-04-13 05:40:07
1117187,0,10.3,1.34,1,8.5,0,"night",14,"middle","Thu",3,40,58,2022-04-14 03:40:58,2022-04-14 03:51:16
1273226,1,22,3.81,1,16.5,0,"evening",15,"middle","Fri",17,56,2,2022-04-15 17:56:02,2022-04-15 18:18:01
1125300,0,6.2,0.76,1,6,0,"night",14,"middle","Thu",5,34,8,2022-04-14 05:34:08,2022-04-14 05:40:22
1014827,0,14.1,1.8,2,11,0,"evening",12,"middle","Tue",17,43,35,2022-04-12 17:43:35,2022-04-12 17:57:38
733984,1,33.7,9.72,6,31.5,0,"morning",9,"beginning","Sat",10,34,42,2022-04-09 10:34:42,2022-04-09 11:08:23
965980,0,4.7,1.22,1,6,0,"morning",12,"middle","Tue",8,37,34,2022-04-12 08:37:34,2022-04-12 08:42:17
2152652,0,3.4,0.2,1,3,0,"afternoon",26,"end","Tue",14,49,23,2022-04-26 14:49:23,2022-04-26 14:52:45
1828475,1,17.3,5.02,1,18,0,"afternoon",22,"end","Fri",15,34,19,2022-04-22 15:34:19,2022-04-22 15:51:36
2467424,1,23,9.74,2,29.5,0,"night",30,"end","Sat",5,38,39,2022-04-30 05:38:39,2022-04-30 06:01:42
2056124,1,33,9.72,1,31.5,6.55,"afternoon",25,"end","Mon",12,48,40,2022-04-25 12:48:40,2022-04-25 13:21:39
1283852,1,22.8,5.8,1,20.5,0,"evening",15,"middle","Fri",19,56,18,2022-04-15 19:56:18,2022-04-15 20:19:07
826868,1,11.1,2.3,1,10,0,"morning",10,"middle","Sun",10,17,43,2022-04-10 10:17:43,2022-04-10 10:28:47
4835,1,50,14.8,1,47,13.55,"night",1,"beginning","Fri",3,41,40,2022-04-01 03:41:40,2022-04-01 04:31:43
1333388,0,15.3,2.2,2,11,0,"afternoon",16,"middle","Sat",13,25,16,2022-04-16 13:25:16,2022-04-16 13:40:35
1866652,0,5.7,1,1,5.5,0,"night",23,"end","Sat",0,57,30,2022-04-23 00:57:30,2022-04-23 01:03:14
1284347,1,19.6,3.93,2,16.5,0,"evening",15,"middle","Fri",19,37,18,2022-04-15 19:37:18,2022-04-15 19:56:56
2277507,0,23.7,4.59,1,18,0,"night",28,"end","Thu",3,46,17,2022-04-28 03:46:17,2022-04-28 04:09:57
1934368,1,34.7,7.78,2,29.5,0,"evening",23,"end","Sat",18,6,25,2022-04-23 18:06:25,2022-04-23 18:41:07
1726696,1,27.7,7.14,1,24,0,"afternoon",21,"end","Thu",13,28,51,2022-04-21 13:28:51,2022-04-21 13:56:34
1132980,0,23.4,3.18,4,16,0,"morning",14,"middle","Thu",7,37,7,2022-04-14 07:37:07,2022-04-14 08:00:31
2380741,1,45,10.72,1,38,6.55,"morning",29,"end","Fri",6,18,7,2022-04-29 06:18:07,2022-04-29 07:03:06
697355,1,22.7,5.64,1,20.5,0,"evening",8,"beginning","Fri",20,58,25,2022-04-08 20:58:25,2022-04-08 21:21:08
616595,1,28,12.5,2,35.5,6.55,"night",8,"beginning","Fri",5,49,11,2022-04-08 05:49:11,2022-04-08 06:17:11
2433516,1,14.3,3,1,12.5,0,"evening",29,"end","Fri",16,0,32,2022-04-29 16:00:32,2022-04-29 16:14:52
2422481,1,35,5.23,1,23.5,0,"afternoon",29,"end","Fri",14,22,17,2022-04-29 14:22:17,2022-04-29 14:57:20
467781,1,30.4,3,1,19,0,"afternoon",6,"beginning","Wed",12,12,23,2022-04-06 12:12:23,2022-04-06 12:42:46
1714637,1,16.7,2.59,2,13.5,0,"morning",21,"end","Thu",11,29,42,2022-04-21 11:29:42,2022-04-21 11:46:23
1310676,0,7.6,1.11,2,7,0,"morning",16,"middle","Sat",8,56,28,2022-04-16 08:56:28,2022-04-16 09:04:02
510620,1,24.7,5.66,2,20,0,"evening",6,"beginning","Wed",19,55,52,2022-04-06 19:55:52,2022-04-06 20:20:35
2195106,1,34,13.18,1,39,0,"morning",27,"end","Wed",6,6,26,2022-04-27 06:06:26,2022-04-27 06:40:28
49983,1,36.1,8.3,1,29,0,"afternoon",1,"beginning","Fri",13,18,18,2022-04-01 13:18:18,2022-04-01 13:54:27
2055818,0,16.8,1.77,1,11.5,0,"afternoon",25,"end","Mon",12,5,57,2022-04-25 12:05:57,2022-04-25 12:22:46
1573749,0,14.9,3,1,12.5,0,"evening",19,"middle","Tue",17,23,59,2022-04-19 17:23:59,2022-04-19 17:38:56
2018046,1,19.1,4.41,4,17,0,"night",25,"end","Mon",2,46,4,2022-04-25 02:46:04,2022-04-25 03:05:08
1225053,1,34.9,9.59,1,33,0,"morning",15,"middle","Fri",7,24,17,2022-04-15 07:24:17,2022-04-15 07:59:11
1945533,1,17,5.11,2,17,0,"evening",23,"end","Sat",20,31,59,2022-04-23 20:31:59,2022-04-23 20:49:02
2345603,0,3.2,0.73,1,4.5,0,"evening",28,"end","Thu",16,26,12,2022-04-28 16:26:12,2022-04-28 16:29:25
1178591,0,20.4,3.4,1,15,0,"afternoon",14,"middle","Thu",15,25,56,2022-04-14 15:25:56,2022-04-14 15:46:20
1727072,1,17,3.39,1,14.5,0,"afternoon",21,"end","Thu",13,10,19,2022-04-21 13:10:19,2022-04-21 13:27:20
1790291,0,19.2,4.7,2,18,0,"morning",22,"end","Fri",8,25,7,2022-04-22 08:25:07,2022-04-22 08:44:21
2391188,1,35,3.7,2,19.5,0,"morning",29,"end","Fri",8,22,48,2022-04-29 08:22:48,2022-04-29 08:57:47
560045,0,6.9,1.1,1,6.5,0,"afternoon",7,"beginning","Thu",12,25,52,2022-04-07 12:25:52,2022-04-07 12:32:47
389268,1,42.6,11.45,1,40.5,0,"afternoon",5,"beginning","Tue",13,19,48,2022-04-05 13:19:48,2022-04-05 14:02:22
2207731,0,19.7,2.9,1,14,0,"morning",27,"end","Wed",9,42,33,2022-04-27 09:42:33,2022-04-27 10:02:13
1144744,0,42.9,18.74,1,52,0,"morning",14,"middle","Thu",9,18,5,2022-04-14 09:18:05,2022-04-14 10:00:57
990076,1,18.8,1.75,6,13,0,"afternoon",12,"middle","Tue",13,49,16,2022-04-12 13:49:16,2022-04-12 14:08:01
521238,1,42.4,10.56,4,35,6.55,"night",7,"beginning","Thu",4,6,39,2022-04-07 04:06:39,2022-04-07 04:49:02
1933006,0,16.1,6.17,1,20,0,"evening",23,"end","Sat",17,1,14,2022-04-23 17:01:14,2022-04-23 17:17:20
70048,0,43.1,12.74,1,41.5,6.55,"evening",1,"beginning","Fri",16,42,14,2022-04-01 16:42:14,2022-04-01 17:25:23
2125753,1,26.7,7.19,1,25.5,0,"morning",26,"end","Tue",10,19,15,2022-04-26 10:19:15,2022-04-26 10:45:56
1296798,1,20.6,4.7,1,16.5,0,"night",16,"middle","Sat",0,1,52,2022-04-16 00:01:52,2022-04-16 00:22:29
2195282,1,27.2,6.4,0,23,0,"morning",27,"end","Wed",6,11,6,2022-04-27 06:11:06,2022-04-27 06:38:20
1416229,0,6.2,0.34,2,4.5,0,"afternoon",17,"middle","Sun",15,12,54,2022-04-17 15:12:54,2022-04-17 15:19:03
112647,0,14.6,3.17,1,13.5,0,"morning",2,"beginning","Sat",6,24,53,2022-04-02 06:24:53,2022-04-02 06:39:27
349032,0,27.4,4.3,4,20,0,"morning",5,"beginning","Tue",6,54,26,2022-04-05 06:54:26,2022-04-05 07:21:49
961842,0,12.6,1.4,1,9,0,"morning",12,"middle","Tue",7,31,52,2022-04-12 07:31:52,2022-04-12 07:44:26
1644538,0,7,1.05,1,6.5,0,"afternoon",20,"end","Wed",14,41,13,2022-04-20 14:41:13,2022-04-20 14:48:16
2218905,0,9.5,1.01,1,7.5,0,"morning",27,"end","Wed",11,29,4,2022-04-27 11:29:04,2022-04-27 11:38:35
709862,1,12.8,2.8,1,11.5,0,"night",9,"beginning","Sat",4,40,43,2022-04-09 04:40:43,2022-04-09 04:53:32
990594,0,40,3.5,1,23.5,0,"afternoon",12,"middle","Tue",13,8,7,2022-04-12 13:08:07,2022-04-12 13:48:09
63372,0,25.1,2.97,3,16.5,0,"afternoon",1,"beginning","Fri",15,49,28,2022-04-01 15:49:28,2022-04-01 16:14:33
417723,1,15.7,4.87,1,16,0,"evening",5,"beginning","Tue",19,48,44,2022-04-05 19:48:44,2022-04-05 20:04:23
1086224,0,5.2,1,2,6,0,"afternoon",13,"middle","Wed",15,58,20,2022-04-13 15:58:20,2022-04-13 16:03:35
878290,1,34.3,9.39,1,31,6.55,"morning",11,"middle","Mon",6,49,8,2022-04-11 06:49:08,2022-04-11 07:23:28
2495302,1,29.8,10.4,1,32,0,"morning",30,"end","Sat",11,26,34,2022-04-30 11:26:34,2022-04-30 11:56:21
2473518,0,9.5,1.8,3,8.5,0,"morning",30,"end","Sat",6,40,37,2022-04-30 06:40:37,2022-04-30 06:50:07
805283,0,2.2,0.78,1,4.5,0,"night",10,"middle","Sun",5,7,43,2022-04-10 05:07:43,2022-04-10 05:09:54
910951,1,17.8,2.6,1,13,0,"afternoon",11,"middle","Mon",13,27,49,2022-04-11 13:27:49,2022-04-11 13:45:39
44610,0,19.9,3.2,1,15,0,"afternoon",1,"beginning","Fri",12,28,35,2022-04-01 12:28:35,2022-04-01 12:48:30
2123158,0,54.6,8.43,1,37,0,"morning",26,"end","Tue",9,28,41,2022-04-26 09:28:41,2022-04-26 10:23:17
970827,1,23.3,4.3,1,17.5,0,"morning",12,"middle","Tue",9,48,31,2022-04-12 09:48:31,2022-04-12 10:11:47
452567,0,8.8,1.06,1,7.5,0,"morning",6,"beginning","Wed",9,22,48,2022-04-06 09:22:48,2022-04-06 09:31:36
238794,1,56,11.47,3,43,0,"afternoon",3,"beginning","Sun",13,58,54,2022-04-03 13:58:54,2022-04-03 14:54:54
1018281,1,25.1,9.89,2,30.5,6.55,"evening",12,"middle","Tue",18,2,46,2022-04-12 18:02:46,2022-04-12 18:27:50
1653384,1,16.6,5.74,1,19.5,0,"evening",20,"end","Wed",16,45,0,2022-04-20 16:45:00,2022-04-20 17:01:34
133359,0,10.7,1.37,1,8.5,0,"morning",2,"beginning","Sat",10,19,32,2022-04-02 10:19:32,2022-04-02 10:30:12
1058824,0,12.1,0.98,5,8.5,0,"morning",13,"middle","Wed",10,14,47,2022-04-13 10:14:47,2022-04-13 10:26:50
867362,0,12.2,3.47,1,12,0,"night",11,"middle","Mon",2,45,33,2022-04-11 02:45:33,2022-04-11 02:57:47
2103567,0,3.5,0.75,1,5,0,"night",26,"end","Tue",5,39,13,2022-04-26 05:39:13,2022-04-26 05:42:40
1071722,1,16.1,2.5,2,12.5,0,"afternoon",13,"middle","Wed",12,48,55,2022-04-13 12:48:55,2022-04-13 13:04:59
156653,0,24.6,2.5,2,15.5,0,"afternoon",2,"beginning","Sat",14,27,51,2022-04-02 14:27:51,2022-04-02 14:52:24
2376646,1,17.9,2.8,1,13,0,"night",29,"end","Fri",5,42,5,2022-04-29 05:42:05,2022-04-29 06:00:01
2398972,0,10.7,1.86,1,9.5,0,"morning",29,"end","Fri",10,54,51,2022-04-29 10:54:51,2022-04-29 11:05:30
196741,0,8,2.3,2,9,0,"night",3,"beginning","Sun",3,41,28,2022-04-03 03:41:28,2022-04-03 03:49:25
2131386,1,18.9,2.26,5,13,0,"morning",26,"end","Tue",11,0,55,2022-04-26 11:00:55,2022-04-26 11:19:46
1739348,0,9.1,1.35,1,8,0,"afternoon",21,"end","Thu",15,9,11,2022-04-21 15:09:11,2022-04-21 15:18:14
1469904,1,17.3,6,1,19,0,"afternoon",18,"middle","Mon",12,56,32,2022-04-18 12:56:32,2022-04-18 13:13:52
882360,1,31.7,3.77,1,20,0,"morning",11,"middle","Mon",7,15,3,2022-04-11 07:15:03,2022-04-11 07:46:45
1914977,0,16.5,2.3,1,12,0,"afternoon",23,"end","Sat",14,50,28,2022-04-23 14:50:28,2022-04-23 15:06:56
2289384,1,20.6,6.54,2,22.5,0,"morning",28,"end","Thu",6,20,42,2022-04-28 06:20:42,2022-04-28 06:41:18
886930,0,1.2,0.4,1,3.5,0,"morning",11,"middle","Mon",8,43,44,2022-04-11 08:43:44,2022-04-11 08:44:55
1906933,0,11.1,1.12,1,8,0,"afternoon",23,"end","Sat",13,2,28,2022-04-23 13:02:28,2022-04-23 13:13:36
2357008,1,18,6.52,1,20.5,6.55,"evening",28,"end","Thu",18,16,58,2022-04-28 18:16:58,2022-04-28 18:34:59
1564234,0,18.8,4.65,1,14,0,"afternoon",19,"middle","Tue",15,49,43,2022-04-19 15:49:43,2022-04-19 16:08:30
584251,0,13.8,5.41,1,16.5,0,"afternoon",7,"beginning","Thu",15,56,55,2022-04-07 15:56:55,2022-04-07 16:10:43
2446742,0,5.9,1.4,1,6.5,0,"evening",29,"end","Fri",18,33,17,2022-04-29 18:33:17,2022-04-29 18:39:13
1763099,1,13.7,2.72,4,11.5,0,"evening",21,"end","Thu",19,57,22,2022-04-21 19:57:22,2022-04-21 20:11:04
680663,0,19.7,4.4,3,16.5,0,"evening",8,"beginning","Fri",17,23,52,2022-04-08 17:23:52,2022-04-08 17:43:33
1591937,1,40.7,11.44,1,38,0,"night",20,"end","Wed",3,3,40,2022-04-20 03:03:40,2022-04-20 03:44:20
1206530,1,2.9,0.64,1,4.5,0,"night",14,"middle","Thu",22,10,47,2022-04-14 22:10:47,2022-04-14 22:13:42
306359,1,16,2.9,1,13,0,"afternoon",4,"beginning","Mon",13,13,15,2022-04-04 13:13:15,2022-04-04 13:29:17
2401514,0,34,2.6,1,20.5,0,"morning",29,"end","Fri",11,55,51,2022-04-29 11:55:51,2022-04-29 12:29:49
1306531,0,10.9,2.3,1,10,0,"morning",16,"middle","Sat",7,40,8,2022-04-16 07:40:08,2022-04-16 07:51:04
1845615,0,7.3,0.9,1,6.5,0,"evening",22,"end","Fri",18,54,56,2022-04-22 18:54:56,2022-04-22 19:02:14
794522,0,19.7,9,2,26.5,0,"evening",9,"beginning","Sat",21,29,10,2022-04-09 21:29:10,2022-04-09 21:48:51
1577273,1,31.5,16.83,2,46.5,0,"evening",19,"middle","Tue",17,42,41,2022-04-19 17:42:41,2022-04-19 18:14:11
2278823,1,27.8,7.14,2,24.5,0,"night",28,"end","Thu",4,29,28,2022-04-28 04:29:28,2022-04-28 04:57:17
2191925,1,32.1,4.27,2,21.5,0,"night",27,"end","Wed",5,20,0,2022-04-27 05:20:00,2022-04-27 05:52:06
588011,0,12.5,1.74,2,9.5,0,"evening",7,"beginning","Thu",16,53,26,2022-04-07 16:53:26,2022-04-07 17:05:57
146284,0,15.4,1.25,1,10.5,0,"afternoon",2,"beginning","Sat",13,20,21,2022-04-02 13:20:21,2022-04-02 13:35:46
537437,0,30,2.51,1,18.5,0,"morning",7,"beginning","Thu",8,58,47,2022-04-07 08:58:47,2022-04-07 09:28:48
1205094,1,19,4.29,1,16.5,0,"evening",14,"middle","Thu",21,21,24,2022-04-14 21:21:24,2022-04-14 21:40:22
1041882,1,38.2,4,0,24,0,"morning",13,"middle","Wed",6,42,27,2022-04-13 06:42:27,2022-04-13 07:20:39
1848535,0,17.7,1.98,3,12.5,0,"evening",22,"end","Fri",18,47,12,2022-04-22 18:47:12,2022-04-22 19:04:55
2502815,1,28.1,4.35,1,19.5,0,"afternoon",30,"end","Sat",12,14,37,2022-04-30 12:14:37,2022-04-30 12:42:45
1161005,1,16.8,4.25,4,16,0,"afternoon",14,"middle","Thu",12,12,34,2022-04-14 12:12:34,2022-04-14 12:29:19
