"id","quality","variety","price","distance","courteousness","atmosphere","rating_PinkBerry","rating_RedMango","rating_16Handles","rank_PinkBerry","rank_RedMango","rank_16Handles","rewardsCard_16Handles","social","gender"
1291,2,2,2,2,2,2,1,4,3,2,1,3,1,3,2
1292,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
1293,1,1,1,1,1,1,5,1,1,2,3,1,2,2,1
1294,2,2,2,2,2,2,1,4,3,2,1,3,1,4,2
1295,4,3,4,4,4,3,3,3,4,3,1,2,2,4,2
1296,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1297,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1298,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
1299,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
1300,4,3,4,4,3,3,3,3,4,3,1,2,1,2,2
1301,2,2,2,2,2,2,1,4,3,2,1,3,1,1,2
1302,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1303,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1304,3,5,5,3,2,2,1,4,3,2,1,3,2,1,2
1305,2,2,2,2,2,2,1,4,3,2,1,3,2,2,2
1306,2,2,2,2,1,2,1,2,2,3,1,2,1,3,2
1307,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1308,2,2,2,2,2,2,1,2,2,3,1,2,1,1,1
1309,4,3,4,4,3,3,3,3,4,3,1,2,2,1,1
1310,4,3,4,4,3,3,3,5,4,2,1,3,1,2,2
1311,3,5,5,3,4,4,4,4,3,1,2,3,1,2,2
1312,4,3,4,4,3,3,3,3,4,3,1,2,2,4,2
1313,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1314,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1315,2,2,2,2,2,2,1,4,3,2,1,3,1,2,2
1316,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
1317,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
1318,4,3,4,4,4,4,4,3,4,3,2,1,1,2,1
1319,5,4,3,5,3,5,2,5,5,3,1,2,1,2,2
1320,4,3,4,4,3,3,3,5,5,3,1,2,1,4,2
1321,4,5,4,4,4,4,4,3,4,3,2,1,2,1,2
1322,1,1,1,1,1,1,5,1,1,2,3,1,1,3,2
1323,1,1,1,1,1,1,5,1,1,2,3,1,1,1,1
1324,4,3,4,4,3,3,3,3,4,3,1,2,2,2,1
1325,3,5,5,3,4,4,4,3,4,3,2,1,2,1,2
1326,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1327,4,3,4,4,3,3,3,3,4,3,1,2,1,2,1
1328,4,5,4,4,4,4,4,3,4,3,2,1,2,3,2
1329,2,2,2,2,2,2,1,4,3,2,1,3,1,4,2
1330,4,3,4,4,3,3,3,5,5,3,1,2,2,2,1
1331,2,2,2,2,1,2,1,2,2,3,1,2,1,2,2
1332,3,5,5,3,4,4,4,3,4,3,2,1,2,1,2
1333,3,5,5,3,2,2,1,4,3,2,1,3,2,2,2
1334,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
1335,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1336,2,2,2,2,2,2,1,4,3,2,1,3,1,2,2
1337,5,3,3,5,3,5,2,5,5,3,1,2,1,1,2
1338,2,2,2,2,2,2,1,2,2,3,1,2,2,3,1
1339,3,5,5,3,2,4,4,4,3,1,2,3,2,1,1
1340,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
1341,4,3,4,4,3,3,3,3,4,3,1,2,1,5,1
1342,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
1343,3,5,5,3,2,4,4,4,3,1,2,3,2,2,2
1344,3,5,5,3,4,4,4,4,3,1,2,3,1,1,2
1345,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
1346,3,5,5,3,2,2,1,4,3,2,1,3,1,1,2
1347,2,2,2,2,2,2,1,4,3,2,1,3,2,1,2
1348,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
1349,4,3,4,4,3,3,3,3,4,3,1,2,2,1,2
1350,3,5,5,3,4,4,4,3,4,3,2,1,1,2,2
1351,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
1352,3,5,5,3,4,4,4,4,3,1,2,3,2,1,2
1353,5,3,3,5,3,5,2,5,5,3,1,2,1,3,2
1354,2,2,2,2,2,2,1,2,2,3,1,2,1,2,2
1355,5,4,3,5,5,5,2,5,5,3,1,2,2,2,1
1356,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
1357,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1358,2,2,2,2,2,2,1,2,2,3,1,2,1,4,2
1359,4,3,4,4,3,3,3,5,5,3,1,2,2,5,2
1360,5,4,3,5,5,5,2,5,5,3,1,2,1,5,2
1361,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
1362,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
1363,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
1364,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
1365,4,3,4,4,3,3,3,3,4,3,1,2,1,1,2
1366,5,3,3,5,3,5,2,5,5,3,1,2,1,2,1
1367,4,3,4,4,3,3,3,3,4,3,1,2,2,3,1
1368,3,5,5,3,4,4,4,4,3,1,2,3,2,1,2
1369,2,2,2,2,2,2,1,2,2,3,1,2,2,1,2
1370,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
1371,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
1372,1,1,1,1,1,1,5,1,1,2,3,1,1,3,1
1373,5,3,3,5,3,5,2,5,5,3,1,2,2,2,1
1374,3,2,5,3,2,2,1,4,3,2,1,3,1,2,1
1375,4,3,4,4,3,3,3,3,4,3,1,2,2,1,2
1376,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
1377,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1378,3,5,5,3,2,4,4,4,3,1,2,3,2,4,2
1379,5,4,3,5,5,5,2,5,5,3,1,2,2,3,2
1380,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
1381,5,4,3,5,3,5,2,5,5,3,1,2,2,3,2
1382,2,2,2,2,2,2,1,2,2,3,1,2,2,3,2
1383,3,5,5,3,4,4,4,4,3,1,2,3,2,1,2
1384,5,4,3,5,3,5,2,5,5,3,1,2,2,2,1
1385,4,3,4,4,4,3,3,3,4,3,1,2,2,2,2
1386,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1387,4,5,4,4,4,4,4,3,4,3,2,1,1,2,2
1388,5,4,3,5,5,5,2,5,5,3,1,2,2,1,1
1389,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
1390,5,4,3,5,5,5,2,5,5,3,1,2,2,3,2
1391,4,3,4,4,4,3,3,3,4,3,1,2,2,1,2
1392,3,5,5,3,2,2,1,4,3,2,1,3,2,1,2
1393,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1394,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
1395,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
1396,5,3,3,5,3,5,2,5,5,3,1,2,1,1,2
1397,3,2,5,3,2,2,1,4,3,2,1,3,2,3,1
1398,3,5,5,3,2,4,4,4,3,1,2,3,1,5,2
1399,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1400,2,2,2,2,1,2,1,2,2,3,1,2,1,1,1
1401,2,2,2,2,2,2,1,2,2,3,1,2,1,3,2
1402,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
1403,4,3,4,4,3,3,3,3,4,3,1,2,2,1,2
1404,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
1405,4,3,4,4,3,3,3,5,4,2,1,3,2,2,1
1406,2,2,2,2,1,2,1,2,2,3,1,2,2,5,1
1407,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
1408,4,3,4,4,4,4,4,3,4,3,2,1,2,2,2
1409,4,3,4,4,3,3,3,5,5,3,1,2,2,2,2
1410,4,3,4,4,3,3,3,5,4,2,1,3,1,1,2
1411,5,4,3,5,5,5,2,5,5,3,1,2,1,1,1
1412,5,4,3,5,5,5,2,5,5,3,1,2,2,3,2
1413,3,5,5,3,2,2,1,4,3,2,1,3,2,3,2
1414,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1415,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1416,1,1,1,1,1,1,5,1,1,2,3,1,1,3,1
1417,3,5,5,3,2,2,1,4,3,2,1,3,1,2,1
1418,2,2,2,2,1,2,1,2,2,3,1,2,1,1,2
1419,3,5,5,3,4,4,4,3,4,3,2,1,2,1,2
1420,5,4,3,5,5,5,2,5,5,3,1,2,1,4,1
1421,5,4,3,5,5,5,2,5,5,3,1,2,3,3,2
1422,5,4,3,5,5,5,2,5,5,3,1,2,2,4,2
1423,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
1424,3,5,5,3,2,4,4,4,3,1,2,3,1,1,2
1425,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
1426,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1427,4,3,4,4,4,4,4,3,4,3,2,1,2,5,2
1428,2,2,2,2,1,2,1,2,2,3,1,2,2,1,2
1429,1,1,1,1,1,1,5,1,1,2,3,1,2,3,1
1430,3,5,5,3,2,4,4,4,3,1,2,3,2,5,2
1431,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
1432,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
1433,3,5,5,3,4,4,4,4,3,1,2,3,2,2,1
1434,1,1,1,1,1,1,5,1,1,2,3,1,1,2,1
1435,4,3,4,4,4,3,3,3,4,3,1,2,1,3,2
1436,2,2,2,2,2,2,1,2,2,3,1,2,1,4,2
1437,4,3,4,4,3,3,3,5,5,3,1,2,2,2,1
1438,5,4,3,5,5,5,2,5,5,3,1,2,2,4,2
1439,2,2,2,2,2,2,1,4,3,2,1,3,2,2,2
1440,5,4,3,5,3,5,2,5,5,3,1,2,1,3,2
1441,4,3,4,4,3,3,3,5,5,3,1,2,2,4,2
1442,3,5,5,3,2,4,4,4,3,1,2,3,2,5,2
1443,3,5,5,3,2,4,4,4,3,1,2,3,2,1,2
1444,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
1445,3,5,5,3,2,2,1,4,3,2,1,3,2,3,1
1446,3,5,5,3,4,4,4,3,4,3,2,1,1,2,2
1447,5,3,3,5,3,5,2,5,5,3,1,2,1,1,2
1448,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
1449,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1450,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1451,4,3,4,4,3,3,3,3,4,3,1,2,2,2,2
1452,3,5,5,3,4,4,4,3,4,3,2,1,2,4,2
1453,3,5,5,3,4,4,4,3,4,3,2,1,3,2,2
1454,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1455,5,4,3,5,5,5,2,5,5,3,1,2,2,3,2
1456,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
1457,3,5,5,3,4,4,4,3,4,3,2,1,1,1,2
1458,4,3,4,4,3,3,3,5,4,2,1,3,1,2,1
1459,2,2,2,2,2,2,1,4,3,2,1,3,2,1,2
1460,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1461,4,3,4,4,3,3,3,5,5,3,1,2,2,2,2
1462,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
1463,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1464,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1465,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
1466,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
1467,1,1,1,1,1,1,5,1,1,2,3,1,1,2,1
1468,2,2,2,2,2,2,1,2,2,3,1,2,2,4,2
1469,4,3,4,4,3,3,3,5,4,2,1,3,1,2,2
1470,5,4,3,5,5,5,2,5,5,3,1,2,1,3,1
1471,2,2,2,2,2,2,1,4,3,2,1,3,2,3,2
1472,1,1,1,1,1,1,5,1,1,2,3,1,1,4,2
1473,5,4,3,5,5,5,2,5,5,3,1,2,1,1,1
1474,4,3,4,4,3,3,3,5,5,3,1,2,2,1,2
1475,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
1476,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
1477,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1478,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1479,4,3,4,4,3,3,3,5,5,3,1,2,2,2,2
1480,4,3,4,4,4,3,3,3,4,3,1,2,2,1,2
1481,2,2,2,2,2,2,1,4,3,2,1,3,3,2,1
1482,4,3,4,4,3,3,3,5,4,2,1,3,2,2,2
1483,4,3,4,4,3,3,3,3,4,3,1,2,1,2,2
1484,5,3,3,5,3,5,2,5,5,3,1,2,2,1,2
1485,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
1486,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1487,4,3,4,4,3,3,3,3,4,3,1,2,1,1,2
1488,4,3,4,4,3,3,3,3,4,3,1,2,1,1,2
1489,4,5,4,4,4,4,4,3,4,3,2,1,1,1,1
1490,4,3,4,4,3,3,3,5,5,3,1,2,2,5,2
1491,3,5,5,3,4,4,4,4,3,1,2,3,2,4,2
1492,4,3,4,4,3,3,3,3,4,3,1,2,3,4,2
1493,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
1494,4,3,4,4,4,3,3,3,4,3,1,2,2,2,2
1495,5,4,3,5,3,5,2,5,5,3,1,2,1,1,1
1496,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
1497,2,2,2,2,2,2,1,4,3,2,1,3,1,2,1
1498,1,1,1,1,1,1,5,1,1,2,3,1,2,3,2
1499,2,2,2,2,2,2,1,4,3,2,1,3,2,4,2
1500,2,2,2,2,2,2,1,2,2,3,1,2,2,1,2
1501,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
1502,4,3,4,4,3,3,3,3,4,3,1,2,1,5,2
1503,3,5,5,3,2,2,1,4,3,2,1,3,1,5,2
1504,3,5,5,3,2,2,1,4,3,2,1,3,1,2,2
1505,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
1506,2,2,2,2,1,2,1,2,2,3,1,2,2,2,2
1507,5,3,3,5,3,5,2,5,5,3,1,2,2,1,2
1508,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
1509,3,5,5,3,4,4,4,3,4,3,2,1,2,3,2
1510,2,2,2,2,2,2,1,2,2,3,1,2,1,4,2
1511,2,2,2,2,2,2,1,4,3,2,1,3,1,4,2
1512,1,1,1,1,1,1,5,1,1,2,3,1,1,2,1
1513,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1514,3,5,5,3,4,4,4,4,3,1,2,3,1,2,2
1515,5,3,3,5,3,5,2,5,5,3,1,2,2,2,2
1516,3,5,5,3,4,4,4,4,3,1,2,3,1,1,2
1517,4,3,4,4,3,3,3,3,4,3,1,2,1,2,2
1518,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
1519,3,5,5,3,2,4,4,4,3,1,2,3,1,1,2
1520,4,3,4,4,3,3,3,3,4,3,1,2,1,2,2
1521,4,3,4,4,3,3,3,5,4,2,1,3,1,2,1
1522,4,3,4,4,4,3,3,3,4,3,1,2,1,5,2
1523,3,5,5,3,4,4,4,4,3,1,2,3,2,5,1
1524,5,3,3,5,3,5,2,5,5,3,1,2,1,3,1
1525,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
1526,2,2,2,2,2,2,1,2,2,3,1,2,1,1,2
1527,3,5,5,3,4,4,4,3,4,3,2,1,1,3,2
1528,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1529,4,3,4,4,3,3,3,5,5,3,1,2,1,1,2
1530,5,3,3,5,3,5,2,5,5,3,1,2,1,3,1
1531,2,2,2,2,1,2,1,2,2,3,1,2,2,2,1
1532,2,2,2,2,2,2,1,4,3,2,1,3,2,4,2
1533,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1534,2,2,2,2,2,2,1,2,2,3,1,2,2,1,2
1535,2,2,2,2,2,2,1,2,2,3,1,2,1,2,2
1536,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
1537,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
1538,4,3,4,4,4,4,4,3,4,3,2,1,1,2,2
1539,2,2,2,2,2,2,1,4,3,2,1,3,1,4,2
1540,4,3,4,4,4,3,3,3,4,3,1,2,1,1,1
1541,4,3,4,4,3,3,3,5,4,2,1,3,1,1,2
1542,3,5,5,3,4,4,4,3,4,3,2,1,1,1,2
1543,1,1,1,1,1,1,5,1,1,2,3,1,3,1,2
1544,2,2,2,2,1,2,1,2,2,3,1,2,1,1,2
1545,4,3,4,4,4,3,3,3,4,3,1,2,2,1,2
1546,5,4,3,5,5,5,2,5,5,3,1,2,2,4,2
1547,5,3,3,5,3,5,2,5,5,3,1,2,1,2,2
1548,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
1549,3,5,5,3,4,4,4,3,4,3,2,1,1,2,2
1550,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1551,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
1552,3,5,5,3,4,4,4,3,4,3,2,1,2,2,2
1553,4,3,4,4,4,4,4,3,4,3,2,1,1,2,2
1554,3,5,5,3,2,4,4,4,3,1,2,3,2,3,2
1555,1,1,1,1,1,1,5,1,1,2,3,1,1,5,2
1556,3,5,5,3,2,2,1,4,3,2,1,3,2,2,2
1557,2,2,2,2,2,2,1,4,3,2,1,3,2,1,2
1558,3,5,5,3,4,4,4,3,4,3,2,1,1,1,2
1559,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
1560,2,2,2,2,1,2,1,2,2,3,1,2,2,4,2
1561,4,3,4,4,3,3,3,5,5,3,1,2,1,5,2
1562,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
1563,4,5,4,4,4,4,4,3,4,3,2,1,1,3,2
1564,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
1565,4,3,4,4,3,3,3,5,4,2,1,3,2,2,1
1566,5,3,3,5,3,5,2,5,5,3,1,2,2,2,2
1567,4,3,4,4,3,3,3,5,4,2,1,3,2,1,2
1568,5,3,3,5,3,5,2,5,5,3,1,2,1,2,2
1569,3,2,5,3,2,2,1,4,3,2,1,3,2,3,2
1570,3,5,5,3,2,2,1,4,3,2,1,3,2,2,1
1571,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
1572,4,3,4,4,3,3,3,3,4,3,1,2,2,2,2
1573,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
1574,5,4,3,5,5,5,2,5,5,3,1,2,1,3,1
1575,4,3,4,4,4,3,3,3,4,3,1,2,2,1,2
1576,5,4,3,5,5,5,2,5,5,3,1,2,1,3,2
1577,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
1578,4,3,4,4,3,3,3,5,5,3,1,2,2,2,2
1579,3,5,5,3,4,4,4,3,4,3,2,1,1,4,2
1580,3,5,5,3,2,2,1,4,3,2,1,3,1,3,2
1581,5,4,3,5,5,5,2,5,5,3,1,2,2,1,1
1582,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1583,5,3,3,5,3,5,2,5,5,3,1,2,1,2,1
1584,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
1585,2,2,2,2,2,2,1,4,3,2,1,3,1,1,2
1586,1,1,1,1,1,1,5,1,1,2,3,1,2,1,1
1587,2,2,2,2,1,2,1,2,2,3,1,2,2,2,2
1588,2,2,2,2,1,2,1,2,2,3,1,2,1,1,2
1589,4,3,4,4,3,3,3,5,5,3,1,2,1,1,2
1590,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1591,4,3,4,4,4,3,3,3,4,3,1,2,2,3,1
1592,1,1,1,1,1,1,5,1,1,2,3,1,2,4,2
1593,4,3,4,4,3,3,3,5,4,2,1,3,1,1,1
1594,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
1595,2,2,2,2,2,2,1,2,2,3,1,2,1,4,2
1596,4,3,4,4,3,3,3,5,4,2,1,3,2,4,2
1597,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
1598,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
1599,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1600,4,5,4,4,4,4,4,3,4,3,2,1,1,1,1
1601,1,1,1,1,1,1,5,1,1,2,3,1,1,1,2
1602,3,5,5,3,2,2,1,4,3,2,1,3,1,4,1
1603,4,5,4,4,4,4,4,3,4,3,2,1,1,1,2
1604,4,3,4,4,3,3,3,5,5,3,1,2,2,1,2
1605,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
1606,5,4,3,5,5,5,2,5,5,3,1,2,1,2,1
1607,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
1608,5,4,3,5,5,5,2,5,5,3,1,2,1,1,2
1609,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1610,2,2,2,2,2,2,1,4,3,2,1,3,2,1,2
1611,4,3,4,4,3,3,3,3,4,3,1,2,1,2,2
1612,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
1613,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
1614,4,3,4,4,4,4,4,3,4,3,2,1,1,2,2
1615,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1616,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
1617,4,3,4,4,3,3,3,5,4,2,1,3,1,3,2
1618,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
1619,2,2,2,2,1,2,1,2,2,3,1,2,2,2,2
1620,4,3,4,4,3,3,3,5,4,2,1,3,1,4,2
1621,2,2,2,2,2,2,1,4,3,2,1,3,1,4,2
1622,4,3,4,4,3,3,3,3,4,3,1,2,2,2,2
1623,4,3,4,4,3,3,3,5,4,2,1,3,1,1,2
1624,2,2,2,2,2,2,1,4,3,2,1,3,1,3,2
1625,5,4,3,5,5,5,2,5,5,3,1,2,1,4,2
1626,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
1627,2,2,2,2,1,2,1,2,2,3,1,2,2,2,2
1628,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
1629,4,3,4,4,3,3,3,5,4,2,1,3,2,4,2
1630,1,1,1,1,1,1,5,1,1,2,3,1,2,4,2
1631,2,2,2,2,2,2,1,2,2,3,1,2,1,1,2
1632,2,2,2,2,2,2,1,2,2,3,1,2,1,4,2
1633,3,5,5,3,2,4,4,4,3,1,2,3,1,3,2
1634,5,4,3,5,5,5,2,5,5,3,1,2,2,2,1
1635,3,5,5,3,2,4,4,4,3,1,2,3,1,2,1
1636,1,1,1,1,1,1,5,1,1,2,3,1,1,2,2
1637,3,5,5,3,4,4,4,3,4,3,2,1,2,3,2
1638,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
1639,3,2,5,3,2,2,1,4,3,2,1,3,2,4,2
1640,5,4,3,5,3,5,2,5,5,3,1,2,1,4,2
1641,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
1642,3,5,5,3,4,4,4,3,4,3,2,1,1,3,2
1643,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1644,4,3,4,4,3,3,3,3,4,3,1,2,2,4,1
1645,5,4,3,5,5,5,2,5,5,3,1,2,1,2,2
1646,3,5,5,3,4,4,4,4,3,1,2,3,1,2,1
1647,5,4,3,5,5,5,2,5,5,3,1,2,1,1,1
1648,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
1649,2,2,2,2,1,2,1,2,2,3,1,2,2,2,2
1650,1,1,1,1,1,1,5,1,1,2,3,1,1,4,2
1651,4,3,4,4,3,3,3,5,5,3,1,2,1,2,2
1652,5,4,3,5,3,5,2,5,5,3,1,2,1,3,2
1653,2,2,2,2,2,2,1,2,2,3,1,2,2,3,2
1654,2,2,2,2,2,2,1,2,2,3,1,2,2,1,1
1655,2,1,2,2,1,2,1,2,2,3,1,2,2,5,2
1656,2,2,2,2,2,2,1,2,2,3,1,2,2,2,1
1657,4,3,4,4,3,3,3,5,5,3,1,2,2,3,2
1658,3,5,5,3,4,4,4,4,3,1,2,3,2,2,1
1659,4,3,4,4,3,3,3,5,4,2,1,3,1,1,1
1660,5,4,3,5,3,5,2,5,5,3,1,2,2,1,2
1661,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
1662,4,3,4,4,4,3,3,3,4,3,1,2,2,2,2
1663,4,3,4,4,3,3,3,3,4,3,1,2,3,3,2
1664,3,5,5,3,4,4,4,4,3,1,2,3,2,4,2
1665,3,5,5,3,4,4,4,3,4,3,2,1,2,1,1
1666,5,4,3,5,5,5,2,5,5,3,1,2,1,5,2
1667,2,2,2,2,2,2,1,4,3,2,1,3,1,2,2
1668,2,2,2,2,1,2,1,2,2,3,1,2,1,2,2
1669,2,2,2,2,2,2,1,4,3,2,1,3,1,2,2
1670,1,1,1,1,1,1,5,1,1,2,3,1,2,2,2
1671,1,1,1,1,1,1,5,1,1,2,3,1,1,3,2
1672,4,5,4,4,4,4,4,3,4,3,2,1,1,1,2
1673,1,1,1,1,1,1,5,1,1,2,3,1,2,1,2
1674,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
1675,3,5,5,3,2,2,1,4,3,2,1,3,2,1,1
1676,2,2,2,2,2,2,1,4,3,2,1,3,1,5,2
1677,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
1678,4,3,4,4,3,3,3,5,4,2,1,3,2,2,1
1679,3,5,5,3,4,4,4,4,3,1,2,3,2,4,2
1680,4,3,4,4,3,3,3,5,4,2,1,3,2,3,2
1681,3,5,5,3,2,4,4,4,3,1,2,3,1,2,2
1682,3,5,5,3,2,4,4,4,3,1,2,3,1,1,2
1683,5,3,3,5,3,5,2,5,5,3,1,2,1,2,2
1684,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
1685,4,3,4,4,3,3,3,3,4,3,1,2,1,1,2
1686,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
1687,2,2,2,2,1,2,1,2,2,3,1,2,1,2,1
1688,3,5,5,3,2,2,1,4,3,2,1,3,1,1,2
1689,4,5,4,4,4,4,4,3,4,3,2,1,2,2,2
1690,2,2,2,2,1,2,1,2,2,3,1,2,2,2,1
1691,5,4,3,5,5,5,2,5,5,3,1,2,2,2,2
1692,5,4,3,5,5,5,2,5,5,3,1,2,2,2,1
1693,5,4,3,5,5,5,2,5,5,3,1,2,2,1,2
1694,5,4,3,5,5,5,2,5,5,3,1,2,2,2,1
1695,3,5,5,3,4,4,4,4,3,1,2,3,1,2,2
1696,4,3,4,4,3,3,3,5,4,2,1,3,2,4,2
1697,4,3,4,4,3,3,3,5,5,3,1,2,2,3,1
1698,2,2,2,2,1,2,1,2,2,3,1,2,1,2,2
1699,2,2,2,2,2,2,1,4,3,2,1,3,2,4,2
1700,4,3,4,4,3,3,3,3,4,3,1,2,1,1,2
1701,3,5,5,3,4,4,4,4,3,1,2,3,1,5,2
1702,3,5,5,3,2,2,1,4,3,2,1,3,2,2,2
1703,4,3,4,4,4,3,3,3,4,3,1,2,1,1,2
1704,2,2,2,2,2,2,1,2,2,3,1,2,2,1,1
1705,1,1,1,1,1,1,5,1,1,2,3,1,1,4,2
1706,3,5,5,3,2,2,1,4,3,2,1,3,2,2,2
1707,3,2,5,3,2,2,1,4,3,2,1,3,1,2,2
1708,4,3,4,4,4,3,3,3,4,3,1,2,1,2,2
1709,4,3,4,4,4,4,4,3,4,3,2,1,1,2,2
1710,3,5,5,3,4,4,4,4,3,1,2,3,2,4,2
1711,5,4,3,5,5,5,2,5,5,3,1,2,2,1,1
